season_player_id,year,player_name,team,conf,GP,mins_per_game,3P_pct,3P_per_100_team_pos,AST_TOV,AST_pct,Blk_pct,DRB_pct,FTR,ORB_pct,Stl_pct,TOV_pct,assisted_fg_pct,height_inches,personal_fouls_per_40,rim_assisted_pct,rim_pct,rim_share,stops_per_40,three_assisted_pct,three_share,usg,3P_pct_z,3P_per_100_team_pos_z,AST_TOV_z,AST_pct_z,Blk_pct_z,DRB_pct_z,FTR_z,ORB_pct_z,Stl_pct_z,TOV_pct_z,assisted_fg_pct_z,height_inches_z,personal_fouls_per_40_z,rim_assisted_pct_z,rim_pct_z,rim_share_z,stops_per_40_z,three_assisted_pct_z,three_share_z,usg_z,workload_score,shot_style_score,spacing_score,rim_finishing_score,rebounding_score,defense_score,ballhandling_score,height_score,workload_grade,shot_style_grade,spacing_grade,rim_finishing_grade,rebounding_grade,defense_grade,ballhandling_grade,height_grade
2026::michael folarin::east texas a&m,2026,Michael Folarin,East Texas A&M,Slnd,19,12.719,0.0,0.491244,0.57139999,6.9,3.2,19.7,75.9,11.0,0.5,20.3,0.6875,82.0,5.1,0.6875,0.5526,0.7037037037037037,6.7312143870959735,,0.037037037037037035,20.5,-1.867157207663051,-1.3038785277412512,-0.837612896901698,-0.6376527912541593,0.4826535732326977,1.4455822366863555,1.7922646974506737,1.461302263061563,-1.4526710073712215,-0.5126234453976997,0.3426349354317529,1.304186653989343,-0.760463145118072,0.96580917515023,-0.14659216716394485,1.2907550606905533,0.06010916252369999,0.0,-1.4107697386004185,0.39403355881013324,-0.18907001116645503,0.2114486243100912,-1.867157207663051,0.8228362651433645,1.4534422498739592,-0.4175928541832239,-0.6626297111845191,1.304186653989343,37.527432333577174,64.10631553279687,7.510363326018045,89.88051694708608,93.050475493782,19.409900024384296,14.557425018288223,90.68519873201659
2026::drissa traore::rhode island,2026,Drissa Traore,Rhode Island,A10,22,7.5318,0.143,5.09461,0.30011002,3.4,4.8,11.9,63.0,8.6,1.8,24.4,0.7777777777777778,80.0,6.3,0.7142857142857143,0.5833,0.4444444444444444,6.756660848909713,1.0,0.5185185185185185,14.9,-0.8901295512101034,-0.262603053847546,-1.1622269142193355,-1.1095115173979861,1.151710230277943,-0.1924384177524219,1.2062018617019084,0.8288973633365003,-0.03460513752133058,-1.1555190874698604,0.8271632677342323,0.7012024975056571,-1.5185079160786055,1.078737213940983,0.07473556557149286,0.13120313537960057,0.0829343067971108,0.7888261466527,0.5569216205710735,-0.725960636297358,-0.05380014080355722,0.6389220291360893,-0.8901295512101034,0.6404687136367007,0.3182294727920392,-0.07961712913122057,-1.1424191730290607,0.7012024975056571,47.03730797366496,96.12289685442576,17.946842233601558,85.10119483052914,66.93489392831017,45.184101438673494,3.999024628139478,73.34796391124117
2026::justin rochelin::pacific,2026,Justin Rochelin,Pacific,WCC,31,27.1576,0.39,5.82047,0.55931541,7.1,0.7,19.8,37.1,7.8,2.2,22.3,0.7428571428571429,77.0,4.2,0.6301369863013698,0.5304,0.539906103286385,7.929866005547549,1.0,0.38497652582159625,18.5,0.7974636735722607,-0.09841445457464774,-0.8520727903559101,-0.6106894354745122,-0.5627474534004985,1.466582501486853,0.029533067446635683,0.6180957300948128,0.4017228224324821,-0.8262310756768027,0.6397413194150317,-0.20327373721987177,-0.1919295668976722,0.7239678500686634,-0.306640234484033,0.5581608865504344,1.135284026714128,0.7888261466527,0.011169737637268643,-0.005964368013970773,0.17845416560880437,0.5205311552272667,0.7974636735722607,-0.13855358351869865,1.0423391157908328,0.19558245721210984,-0.762997767169075,-0.20327373721987177,62.131187515240185,91.05096317971227,85.7229943916118,41.185076810534014,86.1984881736162,66.71543525969275,11.338697878566203,42.2457937088515
2026::shay johnson jr.::long beach st.,2026,Shay Johnson Jr.,Long Beach St.,BW,30,15.9355,0.0,0.11778,1.09996896,7.7,4.8,8.9,26.7,5.3,1.2,28.1,0.7441860465116279,82.0,6.3,0.7441860465116279,0.7941,0.7555555555555555,6.569583634024662,,0.022222222222222223,8.4,-1.867157207663051,-1.388355604641554,-0.20514979190321322,-0.5297993681355704,1.151710230277943,-0.8224463617673363,-0.4429516993585704,-0.04065937378546084,-0.6890970774520495,-1.7356932034862014,0.646873655714705,1.304186653989343,-1.5185079160786055,1.204796420032986,1.59447126787215,1.5226654457527438,-0.08487151435298568,0.0,-1.4713140881133877,-2.025953898475696,-0.9224786158008483,0.3140369444180855,-1.867157207663051,0.5757597842567898,-0.43155286777639856,-0.2851915694014244,-0.8235474545083283,1.304186653989343,5.09631797122653,74.88417459156304,7.510363326018045,83.00414533040723,38.17361619117288,28.52962692026335,9.656181419166057,90.68519873201659
2026::giovanni emejuru::east carolina,2026,Giovanni Emejuru,East Carolina,Amer,30,32.7548,0.0,0.0586454,0.30357044,3.4,5.6,18.6,89.5,12.8,1.5,16.4,0.6256983240223464,82.0,3.1,0.6256983240223464,0.6368,0.867579908675799,7.723529579379713,,0.0045662100456621,19.3,-1.867157207663051,-1.4017317751738372,-1.1580863231101017,-1.1095115173979861,1.4862385588005658,1.2145793238808873,2.4101293925036353,1.9356059378553605,-0.36185110748669,0.0989114336465515,0.010940206872298847,1.304186653989343,0.5029448064828168,0.7052545381637445,0.4604369890681017,2.0237007982158715,0.9502029442982671,0.0,-1.5434696827384329,0.154034802715671,-0.41225225519528913,0.29637141341029577,-1.867157207663051,1.4352831907858685,1.575092630868124,0.6443838005237399,-0.7228954689538455,1.304186653989343,23.750304803706413,73.22604242867592,7.510363326018045,97.51280175566936,94.36722750548647,89.44159960985125,12.460375518166302,90.68519873201659
2026::damon nicholas jr.::sam houston st.,2026,Damon Nicholas Jr.,Sam Houston St.,CUSA,31,27.25,0.362,4.4642,1.58966096,10.9,0.5,14.9,21.9,6.7,2.1,15.0,0.5760869565217391,76.0,3.4,0.43283582089552236,0.5203,0.5491071428571429,7.436945841965078,0.96,0.3080357142857143,15.5,0.6061575590220329,-0.40520098577330016,0.3807947875012835,-0.09838567566121446,-0.6463795355311541,0.43756952626249257,-0.661021591730204,0.3282434843874925,0.2926408324440289,0.3184367748419234,-0.25532812349672496,-0.5047658154617147,0.3134336137426836,-0.1078499399200618,-0.3794548957422713,0.5993130644113821,0.6931410705972106,0.5393122842375803,-0.3032676308799255,-0.6059612582501268,-0.4221634558400506,0.18187694446224378,0.6061575590220329,-0.5202382437362376,0.38290650532499254,0.16320899531319225,0.20028196222733077,-0.5047658154617147,23.21385028041941,61.15581565471836,75.06705681541087,19.60497439648866,69.26359424530602,64.17946842233602,65.17922457937088,32.06534991465496
2026::tucker devries::indiana,2026,Tucker DeVries,Indiana,B10,32,34.2312,0.333,13.5595,2.23393249,18.3,1.8,16.3,21.5,2.1,2.0,12.2,0.7433628318584071,79.0,2.9,0.5161290322580645,0.6087,0.12672176308539945,7.359660193040267,0.8292682926829268,0.6776859504132231,21.2,0.408019083237869,1.6521441868037696,1.1517026452325545,0.8992584881857335,-0.10277100168189214,0.7315732334694528,-0.6791940827611734,-0.8838659067522111,0.18355884245557563,0.7574874572326676,0.6424553942901288,0.3997104192638142,0.6292856016429058,0.2433125828868114,0.25785362457735933,-1.289829802604778,0.623816851777112,-0.27617204658256633,1.2073981029418146,0.5340328331985695,0.9428774714308226,-0.028822790839679605,0.408019083237869,-0.21067022909190705,-0.07614633664137915,0.3334725735484253,0.9361495302169852,0.3997104192638142,94.92806632528652,41.69714703730797,61.28992928554011,36.161911728846626,52.30431602048281,74.93294318458913,91.68495488905145,62.8871007071446
2026::conor enright::indiana,2026,Conor Enright,Indiana,B10,32,29.925,0.347,4.73256,3.79471627,25.6,0.0,10.0,24.0,2.1,1.3,21.0,0.6086956521739131,73.0,4.0,0.25,0.5128,0.32231404958677684,5.8620718462823715,0.8846153846153846,0.6198347107438017,11.7,0.5036721405129825,-0.34449829861479153,3.0192700049473555,1.883420974142858,-0.8554597408577933,-0.5914434489618678,-0.5656160138176143,-0.8838659067522111,-0.5800150874635962,-0.6223861159953856,-0.08031454527375566,-1.4092420501872436,-0.06558877173758319,-0.8786821250987327,-0.43352518875581425,-0.4150320691057242,-0.7195003577875934,0.06907462045523975,0.9709749199262956,-1.3659573192159247,-0.5969233877014907,-0.0634161634557304,0.5036721405129825,-0.49957060128671427,-0.7376546778570394,-0.5551409894616415,1.426768287698276,-1.4092420501872436,14.240429163618629,39.088027310412095,68.09314801267983,20.60473055352353,23.067544501341136,11.97268958790539,97.56157034869544,8.814923189465985
2026::jaden brownell::usc,2026,Jaden Brownell,USC,B10,29,11.62,0.289,13.8642,0.66666665,5.4,4.2,12.5,14.5,5.0,1.3,13.8,0.9375,82.0,4.6,0.875,0.7778,0.20610687022900764,6.878568461036264,1.0,0.6335877862595419,20.5,0.1073951889446541,1.7210669352655283,-0.7236208712509395,-0.8398779596015137,0.9008139838859761,-0.06643682894943907,-0.997212675803139,-0.11970998625109364,-0.5800150874635962,0.506601353009385,1.6844057018078498,1.304186653989343,-0.4446111572178497,1.7563054466854997,1.476958497722716,-0.9347753521199991,0.1922838444728392,0.7888261466527,1.0271802131622638,0.39403355881013324,1.2665020652945038,0.6593841135951162,0.1073951889446541,0.23987291095978847,-0.09307340760026636,0.017117895919342346,-0.3522991592810227,1.304186653989343,98.78078517434771,96.75688856376493,41.965374298951474,66.30090221897098,51.670324311143624,53.4259936600829,28.407705437698123,90.68519873201659
2026::carter kingsbury::the citadel,2026,Carter Kingsbury,The Citadel,SC,28,29.0903,0.317,6.07525,1.4889088,15.4,0.3,14.9,19.4,1.6,1.1,18.5,0.4067796610169492,77.0,2.4,0.09090909090909091,0.6471,0.2602040816326531,5.688543211016339,0.8076923076923077,0.41836734693877553,16.4,0.2987013034948818,-0.04078354596589547,0.260239046310301,0.5082898293808484,-0.7300116176618098,0.43756952626249257,-0.7745996606737632,-1.0156169275282658,-0.7981790674405025,-0.23037657814650686,-1.1640144420668301,-0.20327373721987177,0.9451375895431281,-1.5494062342801738,0.534693524806701,-0.6928224675199465,-0.875153279773653,-0.4107597303430666,0.1476294618737068,-0.4259621911792803,-0.543586726404002,-0.62633974256737,0.2987013034948818,-0.11995306793353111,-0.2890237006328866,-0.36455159383320923,0.17938409918154755,-0.20327373721987177,16.605705925384054,9.509875640087785,53.34064862228725,42.57498171177762,44.08680809558644,23.11631309436723,63.886856864179464,42.2457937088515
2026::nate johnson::kansas st.,2026,Nate Johnson,Kansas St.,B12,32,32.7125,0.408,8.15505,1.87179487,23.5,0.8,14.1,25.9,2.7,3.7,20.3,0.5633802816901409,75.0,2.9,0.3717948717948718,0.6105,0.3074433656957929,8.364310278945357,0.796875,0.5080906148867314,19.9,0.9204461757831208,0.42966454149969546,0.7183842013179195,1.6003057384565618,-0.5209314123351706,0.26956740785851524,-0.47929668142050935,-0.7257646818209453,2.037952672259279,-0.5126234453976997,-0.32352590280426685,-0.8062578937035577,0.6292856016429058,-0.3651973675202668,0.2708304949006099,-0.48154205677500805,1.524974872209506,-0.4782364359240786,0.5143054522245661,0.27403418076290176,0.1267242731527768,-0.20266760199869682,0.9204461757831208,-0.10423309325994973,-0.22809863698121505,0.91782043344413,0.6020221647922606,-0.8062578937035577,58.61984881736162,28.749085588880764,90.92904169714704,43.62350646183857,46.83004145330407,95.09875640087783,83.36990977810291,22.665203608875885
2026::bryson spell::elon,2026,Bryson Spell,Elon,CAA,22,7.0826,0.0,3.4251,0.41671457,3.3,7.1,6.8,6.5,7.3,0.0,31.2,0.8333333333333334,81.0,8.8,0.8333333333333334,0.55,0.6451612903225806,5.3730396900983965,,0.2903225806451613,14.6,-1.867157207663051,-0.6402440705340923,-1.0227028786900627,-1.1229931952878096,2.1134791747804833,-1.2634519225777767,-1.3606624964225282,0.4863447093187581,-1.998080957313487,-2.2217850304188107,1.1253345491511428,1.0026945757475,-3.097767855579717,1.580639608566551,-0.1653365354086394,1.0289207549751769,-1.1581558219908474,0.0,-0.3756566662819164,-0.7859603253209737,-0.10028994890130767,0.5584759243149529,-1.867157207663051,-0.7629995159155838,-0.38855360662950933,-1.035131365025892,-1.4558270347988944,1.0026945757475,44.08680809558644,92.97732260424286,7.510363326018045,11.289929285540111,39.88051694708608,3.023652767617654,1.5362106803218727,82.95537673738113
2026::joseph venzant::abilene christian,2026,Joseph Venzant,Abilene Christian,WAC,30,25.1788,0.385,1.95104,0.75760001,5.4,1.5,12.2,76.9,5.0,3.9,24.5,0.7878787878787878,75.0,5.3,0.7391304347826086,0.4894,0.6025641025641025,7.708760279812118,0.9,0.3333333333333333,9.5,0.7633018674025771,-0.9736745483730812,-0.6148138877203986,-0.8398779596015137,-0.22821912487787568,-0.12943762335093068,1.8376959250280973,-0.11970998625109364,2.2561166522361855,-1.1711994689838159,0.8813762279918522,-0.8062578937035577,-0.886803940278161,1.1834820615150143,-0.6022245029580696,0.8384023865307859,0.9369550752658206,0.16504149061490145,-0.19988274834103886,-1.805955038722439,-0.6327511197012227,0.49676079757991576,0.7633018674025771,0.6177357110350139,-0.12457380480101216,0.5195121655864923,-0.8752971054352426,-0.8062578937035577,12.850524262375028,89.53913679590345,84.15020726652035,84.41843452816387,50.59741526456961,84.56474030724213,7.924896366739819,22.665203608875885
2026::terrance jones::manhattan,2026,Terrance Jones,Manhattan,MAAC,31,28.1813,0.338,8.59988,1.5135789,13.2,0.4,14.8,28.8,3.9,3.2,11.0,0.5714285714285714,75.0,2.2,0.3617021276595745,0.4632,0.29411764705882354,7.453627165028101,0.7954545454545454,0.4024767801857585,22.3,0.4421808894075525,0.5302845158949833,0.2897582366756059,0.21169291580472868,-0.688195576596482,0.4165692614619955,-0.3475461214459807,-0.40956223195841407,1.4925427223170136,0.9456520354001293,-0.28033006324286364,-0.8062578937035577,1.0714783847032168,-0.4077481760989974,-0.7911100598853809,-0.5411420986242289,0.7081039997608753,-0.48709701342461575,0.0826887900205734,0.754031692951827,0.3346620485346489,-0.33832462453181716,0.4421808894075525,-0.5693280906656808,0.003503514751790726,0.6459823825461559,0.482367729293488,-0.8062578937035577,71.88490612045842,20.89734211168008,64.15508412582297,17.702999268471103,55.49865886369179,89.53913679590345,79.34650085345038,22.665203608875885
