player_name,team,conf,GP,min_pct,ORtg,usg,eFG,TS_pct,ORB_pct,DRB_pct,AST_pct,TOV_pct,FTM,FTA,FT_pct,2PM,2PA,2P_pct,3PM,3PA,3P_pct,Blk_pct,Stl_pct,FTR,yr,PORPAG,adjoe,personal_fouls_per_40,type,Rec_Rank,AST_TOV,rimmade,rim_attempts,midmade,mid_attempts,rim_pct,mid_pct,dunksmade,dunks_attempts,dunk_pct,drtg,adj_drtg,D_PORPAG,stops,bpm,obpm,dbpm,gbpm,mins_per_game,ogbpm,dgbpm,oreb_per_game,dreb_per_game,treb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_per_game,role,3P_per_100_team_pos,height_inches,total_known_fga,rim_share,mid_share,three_share,dunk_rate_at_rim,arch_PC1,arch_PC2,arch_PC3,val_PC1
Elijah Elliott,New Mexico St.,CUSA,29,46.9,101.6,26.7,41.9,47.79,1.8,10.0,25.8,14.9,63,81,0.778,40,111,0.36,35,110,0.318,1.1,2.2,36.7,Sr,1.1195,109.207,3.1,"Houston, TX",,1.73166481,16.0,34.0,24.0,77.0,0.4706,0.3117,0.0,0.0,,109.822,110.363,1.54182,88.5456,-0.981098,0.35128,-1.33238,0.0392542,18.6323,0.695536,-0.656281,0.2903,1.6452,1.9355,2.2903,0.7419,0.1613,8.2581,Scoring PG,11.8498,73,221.0,0.15384615384615385,0.34841628959276016,0.497737556561086,0.0,-2.3587618811073434,1.7040600791783225,1.1003099808285417,-1.1252070928492524
Rahmir Moore,Delaware St.,MEAC,22,43.6,97.9,18.4,43.4,49.99,5.3,10.8,10.5,16.6,43,59,0.729,24,57,0.421,17,57,0.298,0.5,1.4,51.8,Sr,-0.0950887,90.7512,2.6,"Philadelphia, PA",,1.16006237,16.0,31.0,8.0,26.0,0.5161,0.3077,1.0,1.0,1.0,110.862,118.595,1.15123,65.9799,-4.98363,-2.998,-1.98563,-4.64551,21.3038,-2.52566,-2.11984,1.1154,1.6538,2.7692,1.1154,0.4615,0.0769,6.5769,Wing G,7.25452,74,114.0,0.2719298245614035,0.22807017543859648,0.5,0.03225806451612903,-0.48446569405239936,-0.5193175021168783,0.01517233161540393,-2.8571154679185895
Alex Hemenway,Evansville,MVC,30,65.8,93.4,14.3,43.3,46.48,1.2,7.7,6.3,9.9,27,33,0.818,13,38,0.342,47,155,0.303,0.5,0.9,17.1,Sr,-0.337019,88.3376,2.5,"Newburgh, IN",24.0,1.42101717,9.0,22.0,4.0,16.0,0.4091,0.25,1.0,1.0,1.0,120.301,118.848,1.38691,102.864,-4.39683,-1.48228,-2.91455,-4.98098,25.8969,-2.75073,-2.23025,0.3125,1.625,1.9375,0.8438,0.375,0.0938,6.7188,Combo G,11.5599,76,193.0,0.11398963730569948,0.08290155440414508,0.8031088082901554,0.045454545454545456,-2.8951505779887143,-2.344676497744502,-0.3984939024469561,-3.0946217804998417
Addison Patterson,Eastern Michigan,MAC,30,74.8,109.6,23.5,59.1,60.62,5.1,14.7,18.9,19.7,48,67,0.716,152,238,0.639,20,70,0.286,1.2,2.2,21.8,Sr,2.19856,113.206,3.6,"Mississauga, Canada",,1.14085497,121.0,170.0,31.0,68.0,0.7118,0.4559,28.0,30.0,0.9333,107.198,107.071,2.79799,162.41,1.95295,0.878106,1.07484,2.19741,29.7258,1.30992,0.887492,1.3871,3.9355,5.3226,2.6129,1.0968,0.3226,13.7097,Wing G,4.54603,79,308.0,0.551948051948052,0.22077922077922077,0.22727272727272727,0.17647058823529413,0.3629361566633571,1.098637399160229,0.537510037660389,1.4680650816194625
Rienk Mast,Nebraska,B10,31,69.4,112.4,25.9,51.7,55.04,9.3,13.7,19.9,13.9,63,77,0.818,108,200,0.54,47,145,0.324,1.2,0.9,22.3,Sr,3.26378,124.845,2.4,"Groningen, Netherlands",,1.66668578,64.0,93.0,44.0,107.0,0.6882,0.4112,2.0,2.0,1.0,101.472,95.0354,3.87749,147.763,5.26999,2.93722,2.33277,4.78829,28.8903,3.20415,1.58414,2.2258,3.5484,5.7742,2.9032,0.4194,0.2581,13.5484,Stretch 4,9.69102,82,345.0,0.26956521739130435,0.3101449275362319,0.42028985507246375,0.021505376344086023,-0.7211863052634326,0.2996463526105803,1.213018393938623,2.423229780089266
Rick Issanza,Loyola Marymount,WCC,29,37.9,104.9,10.2,65.3,58.41,9.5,14.5,2.9,22.9,11,32,0.344,32,48,0.667,0,1,0.0,9.6,1.1,65.3,Sr,0.0108865,92.2193,5.0,"Kinshasa, Congo, the Democratic Republic of the",1.8,0.42112742,28.0,38.0,4.0,10.0,0.7368,0.4,21.0,24.0,0.875,103.341,101.653,1.81975,92.9374,2.62924,-2.99564,5.62488,0.193241,16.25,-3.25781,3.45105,1.3,2.0667,3.3667,0.2667,0.3333,1.4333,2.6333,C,0.123106,85,49.0,0.7755102040816326,0.20408163265306123,0.02040816326530612,0.631578947368421,4.696119674699192,-1.7303667866942785,-1.4078849360473653,0.4547294326028864
Steele Venters,Gonzaga,WCC,27,30.7,113.2,15.1,54.4,55.97,1.4,7.9,9.9,15.7,10,12,0.833,8,16,0.5,36,98,0.367,0.6,2.4,10.5,Sr,0.834419,108.064,3.3,"Ellensburg, WA",,1.64707745,6.0,8.0,2.0,8.0,0.75,0.25,2.0,2.0,1.0,97.304,94.0168,2.08157,71.397,3.86078,1.80433,2.05646,3.1689,15.063,0.448532,2.72037,0.1852,1.1111,1.2963,1.037,0.6296,0.0741,4.963,Wing G,13.6503,79,114.0,0.07017543859649122,0.07017543859649122,0.8596491228070176,0.25,-3.603628549106326,-1.4089035612190213,-0.3181217908336839,1.253313033290538
Micah Thomas,Northwestern St.,Slnd,30,76.4,103.2,30.2,47.1,54.3,1.2,6.6,22.5,16.1,129,140,0.921,116,266,0.436,46,127,0.362,0.5,1.5,35.6,Sr,2.46151,115.231,2.4,"Oklahoma City, OK",,1.17810805,35.0,80.0,81.0,186.0,0.4375,0.4355,0.0,0.0,,115.665,117.906,1.70995,119.881,-3.81748,-0.290159,-3.52732,-1.05266,30.2031,1.31417,-2.36682,0.3125,1.6562,1.9688,2.6875,0.9062,0.125,16.75,Scoring PG,8.4363,72,393.0,0.2035623409669211,0.4732824427480916,0.3231552162849873,0.0,-1.7449530471416388,1.5604695572953862,1.5148829059390214,-0.8183384761827165
Rashaun Agee,Texas A&M,SEC,32,65.4,121.9,25.1,52.0,57.69,10.7,25.2,16.7,10.9,135,180,0.75,137,242,0.566,20,79,0.253,3.5,2.0,56.1,Sr,3.68996,132.668,3.5,"Chicago, IL",,1.79059386,117.0,191.0,20.0,51.0,0.6126,0.3922,20.0,21.0,0.9524,102.255,95.7892,3.47158,195.55,8.37234,4.32569,4.04665,8.33601,26.7781,5.67875,2.65726,2.6562,6.2188,8.875,2.4062,0.9688,0.8438,14.6562,PF/C,5.04905,79,321.0,0.5950155763239875,0.1588785046728972,0.24610591900311526,0.1099476439790576,2.419404109544234,1.4037665755436428,1.0281066864458233,3.986881841188556
Tyler Cochran,Rhode Island,A10,32,76.6,106.9,26.4,50.3,54.6,5.3,19.2,13.8,15.4,115,159,0.723,106,211,0.502,55,164,0.335,0.8,5.2,42.4,Sr,2.48932,115.445,3.5,"Bolingbrook, IL",,0.86565094,83.0,151.0,23.0,60.0,0.5497,0.3833,0.0,0.0,,95.2144,95.2397,4.12275,229.244,4.65161,1.48345,3.16815,6.21882,30.8719,2.53834,3.68048,1.375,4.8125,6.1875,1.8125,2.6562,0.1875,15.375,Wing G,9.97259,74,375.0,0.4026666666666667,0.16,0.43733333333333335,0.0,-0.1950437977385696,2.075238227279974,1.8864703797723241,3.1150404825144746
Curt Lewis,Southern Miss,SB,33,58.7,108.4,11.0,51.6,52.06,2.2,8.3,5.3,12.7,11,19,0.579,9,27,0.333,49,133,0.368,1.4,1.6,11.9,Sr,0.145048,93.8049,2.5,"Louisville, KY",,1.22717145,6.0,14.0,3.0,13.0,0.4286,0.2308,1.0,1.0,1.0,110.702,112.944,1.71875,115.78,-0.968828,-0.614665,-0.354163,-1.10391,23.2086,-1.12173,0.0178241,0.4571,1.6857,2.1429,0.7714,0.6571,0.2571,5.4,Wing G,9.73151,77,160.0,0.0875,0.08125,0.83125,0.07142857142857142,-2.583514942271239,-2.610892975334945,-0.8640570730156577,-0.8611055877832668
Chase Johnston,High Point,BSth,29,28.9,139.5,14.4,68.6,69.22,1.9,5.4,4.9,6.5,4,4,1.0,0,4,0.0,54,114,0.474,0.3,3.1,3.4,Sr,1.42741,125.319,4.4,"Boca Raton, FL",,2.50026671,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,,104.279,109.553,1.04926,58.9879,2.84955,4.20879,-1.35924,4.66972,12.65,4.20548,0.464238,0.2188,0.5312,0.75,0.4688,0.6875,0.0312,6.125,Scoring PG,17.6904,75,118.0,0.0,0.03389830508474576,0.9661016949152542,0.0,-4.822226056360416,-1.521212379395179,-0.819765522581129,2.133665477913126
Devan Cambridge,UCF,B12,32,43.3,117.3,15.0,51.2,55.49,6.6,16.4,7.7,12.1,43,61,0.705,42,68,0.618,15,58,0.259,3.8,1.7,48.4,Sr,1.43534,115.881,4.6,"Nashville, TN",57.2,1.5000889,42.0,63.0,0.0,5.0,0.6667,0.0,13.0,14.0,0.9286,108.443,102.796,1.87902,107.628,5.50021,2.54488,2.95534,3.53973,17.475,1.14435,2.39538,1.0312,2.4688,3.5,0.8438,0.5312,0.5938,5.375,Wing F,5.89054,78,126.0,0.5,0.03968253968253968,0.4603174603174603,0.2222222222222222,1.0216625927902065,-0.818687026529311,-0.6405744755671058,1.4259788738256005
Gianni Hunt,East Texas A&M,Slnd,30,79.9,102.1,22.5,46.8,52.87,2.3,13.4,31.2,20.5,94,123,0.764,64,139,0.46,40,126,0.317,0.5,2.9,46.4,Sr,1.44023,105.006,2.7,"Lakewood, CA",35.8,2.06576839,50.0,100.0,14.0,39.0,0.5,0.359,0.0,0.0,,110.03,111.719,2.47512,171.762,0.0758567,0.245969,-0.170112,-0.588817,31.0688,-0.748528,0.15971,0.625,3.5938,4.2188,4.9062,1.625,0.125,10.8125,Scoring PG,7.66931,76,265.0,0.37735849056603776,0.1471698113207547,0.47547169811320755,0.0,-1.4065778546585892,2.7472170559710487,-0.12928472174699646,-0.08283496437653878
Morgan Safford,Kent St.,MAC,30,75.1,114.7,20.0,49.7,55.03,7.1,12.8,8.3,13.4,101,128,0.789,64,136,0.471,63,183,0.344,1.7,1.5,40.1,Sr,2.22847,112.715,3.7,"Columbus, OH",,0.93621788,52.0,95.0,12.0,41.0,0.5474,0.2927,4.0,4.0,1.0,111.592,110.625,2.52044,160.834,1.13142,1.65753,-0.526108,0.623027,31.171,1.28354,-0.66051,2.0,3.6452,5.6452,1.4194,0.9355,0.4516,14.1935,Wing F,10.6563,77,319.0,0.29780564263322884,0.12852664576802508,0.5736677115987461,0.042105263157894736,-0.45468496492966515,-1.0974219802365501,0.8833331053723438,0.6909869907327985
Matt Van Komen,Marshall,SB,21,36.0,120.8,17.2,72.5,74.22,14.4,25.5,4.7,26.6,32,41,0.78,66,91,0.725,0,0,0.0,13.5,0.6,45.1,Sr,1.65942,114.543,3.9,"Lehi, UT",55.0,0.36109754,59.0,70.0,7.0,21.0,0.8429,0.3333,34.0,35.0,0.9714,103.233,104.774,2.1542,107.859,3.51826,-1.07789,4.59615,3.37981,20.9318,1.32738,2.05243,2.6364,5.0,7.6364,0.5909,0.2273,2.6364,7.8182,C,0.0,88,91.0,0.7692307692307693,0.23076923076923078,0.0,0.5,6.219353551028441,-1.9563088466968526,0.5044546097133898,2.543475459951992
Jordan Brinson,Cal St. Northridge,BW,31,44.8,113.0,9.7,48.9,52.21,2.7,13.0,12.9,16.0,15,18,0.833,15,33,0.455,20,59,0.339,0.4,0.8,19.6,Sr,0.393756,98.1532,2.3,"Inglewood, CA",,3.11742994,7.0,20.0,8.0,13.0,0.35,0.6154,0.0,0.0,,111.62,113.627,1.31063,96.2155,-1.29912,-0.697373,-0.601743,-1.32959,18.2909,-1.46437,0.134786,0.4545,2.3636,2.8182,1.6061,0.3939,0.0606,3.4848,Combo G,5.40568,74,92.0,0.21739130434782608,0.14130434782608695,0.6413043478260869,0.0,-2.021241223564913,-1.048470271061707,-2.6483479851414753,-0.792835481206295
Hosana Kitenge,UC Santa Barbara,BW,30,52.6,99.8,22.6,56.6,57.77,8.6,17.6,17.2,27.5,40,66,0.606,91,159,0.572,2,7,0.286,3.3,2.2,39.8,Sr,0.842365,103.568,6.9,"Crawley, United Kingdom",,0.80884703,81.0,134.0,10.0,25.0,0.6045,0.4,2.0,2.0,1.0,105.122,107.44,1.94035,123.406,0.657902,-1.77355,2.43145,-1.3009,20.7469,-2.69427,1.39336,1.5,2.9688,4.4688,1.7188,0.7812,0.5625,7.5312,PF/C,0.650008,80,166.0,0.8072289156626506,0.15060240963855423,0.04216867469879518,0.014925373134328358,2.8743103995499175,1.2793461297891056,0.32068360735672824,-0.09121641684648252
Josh Ogundele,Hampton,CAA,26,38.3,108.9,20.5,57.4,59.09,9.4,12.6,8.5,18.5,46,75,0.613,60,106,0.566,4,9,0.444,3.0,1.6,65.2,Sr,0.973432,107.924,4.6,"London, United Kingdom",17.8,0.54838427,55.0,88.0,5.0,18.0,0.625,0.2778,2.0,3.0,0.6667,108.82,112.876,1.29502,73.967,-1.40696,-1.41708,0.0101199,-1.49425,17.6074,-0.926787,-0.567466,1.5926,1.8889,3.4815,0.6296,0.4815,0.5185,6.7407,PF/C,1.17329,84,115.0,0.7652173913043478,0.1565217391304348,0.0782608695652174,0.03409090909090909,3.144620185918008,0.28996556663212614,-0.0023080044049069693,-0.6383428960204335
Jahari Long,George Mason,A10,32,84.6,116.0,19.3,53.5,57.67,1.5,9.9,23.2,16.5,74,92,0.804,80,155,0.516,48,129,0.372,0.5,1.1,32.4,Sr,2.72429,115.217,2.3,"Houston, TX",52.4,2.25859138,60.0,93.0,20.0,62.0,0.6452,0.3226,0.0,0.0,,108.964,107.795,3.08134,155.882,1.55553,1.82206,-0.266524,1.78352,33.8152,1.45106,0.332468,0.3939,2.9394,3.3333,3.9697,0.6061,0.1515,12.2121,Scoring PG,7.32886,77,284.0,0.3274647887323944,0.21830985915492956,0.45422535211267606,0.0,-1.7489397402034743,0.8451609908204669,-0.8238002083935675,1.4522239686925758
Javon Cooley,Pepperdine,WCC,30,75.1,103.8,19.1,47.7,53.2,3.1,15.1,7.4,14.0,77,91,0.846,74,146,0.507,40,135,0.296,1.0,2.0,32.4,Sr,1.39616,105.42,2.6,"Chicago, IL",,0.7826087,53.0,84.0,21.0,62.0,0.631,0.3387,6.0,6.0,1.0,113.288,111.722,2.32487,158.644,-1.52306,-0.531917,-0.991142,-1.11695,30.1469,-0.518121,-0.598834,0.8125,3.875,4.6875,1.125,1.0312,0.2812,11.4375,Wing G,8.58502,77,281.0,0.298932384341637,0.2206405693950178,0.4804270462633452,0.07142857142857142,-0.5654884245268523,-0.882447657813923,0.7607478945135118,-0.31743393714057694
Toneari Lane,San Diego,WCC,31,67.1,117.3,16.7,57.0,58.99,2.2,6.8,5.4,7.9,32,38,0.842,42,94,0.447,75,177,0.424,0.6,1.2,14.0,Sr,2.11504,114.725,1.8,"Atlanta, GA",39.4,1.09089543,21.0,44.0,21.0,50.0,0.4773,0.42,0.0,0.0,,118.637,117.821,1.50989,105.25,-0.925533,1.76619,-2.69173,0.608556,26.7697,2.75397,-2.14542,0.5152,1.4545,1.9697,0.7273,0.6364,0.1212,11.303,Wing G,12.2977,77,271.0,0.16236162361623616,0.18450184501845018,0.6531365313653137,0.0,-2.4985717819601456,-2.1010997330660848,0.14149696178973148,-0.019041537039466008
Trae Broadnax,Rice,Amer,29,77.0,108.9,26.9,48.3,53.56,3.3,15.8,23.5,16.8,105,132,0.795,120,242,0.496,37,121,0.306,1.1,2.4,36.4,Sr,2.79946,118.222,3.7,"Savannah, GA",,1.42256481,50.0,85.0,70.0,157.0,0.5882,0.4459,0.0,0.0,,111.401,111.606,2.39591,158.43,1.80899,2.13245,-0.323455,2.38138,30.5839,2.34161,0.0397678,1.0,4.2258,5.2258,3.2581,1.2258,0.2903,15.5806,Combo G,7.92932,76,363.0,0.23415977961432508,0.4325068870523416,0.3333333333333333,0.0,-0.8633853246703568,1.790897987250349,1.3385183998739594,0.8568811157961922
Jeremiah Williams,Georgetown,BE,34,50.3,97.9,20.3,43.1,46.61,3.2,7.7,27.3,20.0,38,56,0.679,62,154,0.403,13,35,0.371,2.0,2.4,29.6,Sr,0.77266,103.084,3.6,"Chicago, IL",1.4,2.10633668,35.0,80.0,27.0,74.0,0.4375,0.3649,1.0,2.0,0.5,109.573,105.419,1.99889,110.289,-0.364085,-1.28404,0.919952,0.0295475,20.3588,-1.21586,1.24541,0.5588,1.3824,1.9412,2.9118,0.8235,0.3529,5.9118,Scoring PG,3.02347,76,189.0,0.42328042328042326,0.3915343915343915,0.18518518518518517,0.025,-0.638176964025565,2.1987811109854585,-1.2815143677045036,-0.706878053010857
Keishon Porter,Evansville,MVC,14,26.6,83.9,22.8,38.5,43.38,3.7,10.7,12.8,17.0,25,37,0.676,31,70,0.443,5,30,0.167,1.1,1.5,37.0,Sr,-0.287771,88.4133,4.2,"Pinetops, NC",,0.86956522,19.0,34.0,12.0,36.0,0.5588,0.3333,5.0,7.0,0.7143,117.372,114.848,1.52773,48.4719,-7.13157,-4.50328,-2.62829,-6.19304,22.0313,-4.63555,-1.55749,0.8125,2.0625,2.875,1.25,0.5,0.1875,6.875,Wing G,5.53463,77,100.0,0.34,0.36,0.3,0.20588235294117646,-0.16495375907432983,0.09168870564430542,0.6381234826912552,-3.8434674285723616
Alec Oglesby,Middle Tennessee,CUSA,28,56.9,115.5,14.9,57.1,58.56,2.1,6.8,6.3,11.9,25,36,0.694,16,40,0.4,56,135,0.415,0.3,1.8,20.6,Sr,1.35238,108.574,2.6,"Gainesville, FL",,1.23814287,11.0,23.0,5.0,17.0,0.4783,0.2941,0.0,0.0,,113.357,112.096,1.79157,92.8638,0.2503,1.38306,-1.13276,-0.244171,24.0567,0.298249,-0.54242,0.4667,1.4333,1.9,0.8667,0.7667,0.0667,8.2667,Combo G,11.9798,77,175.0,0.13142857142857142,0.09714285714285714,0.7714285714285715,0.0,-2.783517264608447,-1.8452954763568252,-0.267927686324585,0.007829123842934346
Tegra Izay,Southern Miss,SB,33,26.1,118.2,12.8,60.0,61.39,9.7,21.1,4.7,15.5,31,51,0.608,27,45,0.6,0,0,0.0,8.9,1.3,113.3,Sr,0.478553,105.244,5.4,"Montreal, Canada",20.8,0.62502733,23.0,33.0,4.0,12.0,0.697,0.3333,8.0,10.0,0.8,102.577,104.654,1.06333,73.6261,1.56071,-2.08682,3.64753,0.991528,11.02,-1.1753,2.16683,1.0571,2.0286,3.0857,0.2857,0.2571,0.8571,2.8286,C,0.0,84,45.0,0.7333333333333333,0.26666666666666666,0.0,0.30303030303030304,5.704359201292278,-0.4637043458410894,-0.8170136269779064,0.8275714067444435
Latrell Wrightsell Jr.,Alabama,SEC,24,50.0,119.5,19.4,52.6,55.27,1.6,9.5,12.6,7.7,39,48,0.813,36,72,0.5,65,182,0.357,0.1,2.1,18.9,Sr,3.19266,126.618,3.0,"Omaha, NE",,2.66666667,20.0,38.0,16.0,34.0,0.5263,0.4706,0.0,0.0,,113.509,102.855,2.87689,105.397,5.42128,5.29908,0.122204,5.13473,26.875,3.84226,1.29247,0.4167,2.6667,3.0833,2.0,1.0417,0.0417,12.75,Combo G,15.1415,75,254.0,0.14960629921259844,0.13385826771653545,0.7165354330708661,0.0,-3.5596131217427422,-0.18028585789798532,-0.2941379053798919,2.0013365854563485
Isaiah Cottrell,Southern Utah,WAC,29,65.7,96.8,19.5,43.7,48.22,6.0,18.3,9.7,16.2,60,87,0.69,80,169,0.473,11,52,0.212,4.7,1.2,39.4,Sr,0.583857,98.4316,2.7,"Las Vegas, NV",85.2,0.97730905,68.0,120.0,12.0,49.0,0.5667,0.2449,21.0,29.0,0.7241,111.538,112.918,1.92383,145.484,-1.64557,-2.18505,0.539472,-1.83722,25.4094,-1.58245,-0.254777,1.4375,4.3438,5.7812,1.3438,0.5312,1.4062,8.7812,PF/C,3.81712,83,221.0,0.5429864253393665,0.22171945701357465,0.23529411764705882,0.24166666666666667,1.8868188133221928,-0.5812254466330492,0.32109142152593506,-1.2765692384118654
Nijel Pack,Oklahoma,SEC,34,74.3,123.1,23.9,60.8,62.57,2.0,9.5,19.9,15.3,49,57,0.86,87,172,0.506,113,250,0.452,1.0,1.3,13.5,Sr,4.27202,133.454,2.8,"Indianapolis, IN",78.4,1.60932854,24.0,42.0,63.0,130.0,0.5714,0.4846,0.0,1.0,0.0,115.76,108.873,2.59369,143.778,5.12809,6.09241,-0.964315,7.10199,29.9353,7.24621,-0.14422,0.5,2.5588,3.0588,3.0294,0.6765,0.2647,16.5294,Combo G,14.3109,70,422.0,0.0995260663507109,0.3080568720379147,0.5924170616113744,0.023809523809523808,-3.022869441233284,-0.0958339996479263,1.1257205016049665,2.8791725206073986
Andre Henry,UC Irvine,BW,31,52.2,111.2,19.3,52.5,56.45,1.1,10.0,9.3,11.7,55,67,0.821,68,134,0.507,39,107,0.364,0.3,2.2,27.8,Sr,1.39796,110.163,2.6,"La Canada Flintridge, CA",49.0,1.17858726,28.0,43.0,40.0,91.0,0.6512,0.4396,0.0,0.0,,100.459,101.284,2.52362,121.017,0.199191,-0.00720192,0.206393,1.51101,22.4806,0.08513,1.42588,0.2258,2.2581,2.4839,1.0645,0.871,0.0645,9.9355,Wing G,8.64554,76,241.0,0.17842323651452283,0.3775933609958506,0.44398340248962653,0.0,-1.6832437740076178,-0.4158968687581316,0.19198866361250133,0.9974426707351857
Josh Taylor,East Texas A&M,Slnd,30,41.7,98.2,17.9,53.3,53.98,9.8,13.3,9.4,21.5,19,34,0.559,52,96,0.542,8,24,0.333,4.2,1.2,28.3,Sr,0.194489,95.3893,3.6,"Atlanta, GA",,0.72730795,46.0,71.0,6.0,25.0,0.6479,0.24,11.0,14.0,0.7857,111.884,113.602,1.18095,82.3723,-2.4862,-3.1339,0.647702,-3.6353,16.7188,-2.61139,-1.02392,1.4375,2.125,3.5625,0.75,0.3125,0.6562,5.0625,PF/C,2.79903,80,120.0,0.5916666666666667,0.20833333333333334,0.2,0.19718309859154928,2.0473751347830347,-0.9416659455751227,-0.12852025658908106,-1.863978151432154
Chad Baker-Mazara,USC,B10,25,59.1,114.1,27.6,53.5,59.95,2.1,13.4,19.8,16.4,115,128,0.898,85,170,0.5,60,157,0.382,4.7,1.4,39.1,Sr,3.86313,130.02,3.5,"Santo Domingo, Dominican Republic",,1.18029158,38.0,57.0,47.0,113.0,0.6667,0.4159,8.0,9.0,0.8889,109.087,102.817,3.17324,131.737,5.64326,3.72212,1.92114,8.01642,29.6308,6.10997,1.90644,0.5769,3.6538,4.2308,2.7692,0.7308,1.2692,18.4615,Stretch 4,11.8479,79,327.0,0.1743119266055046,0.345565749235474,0.4801223241590214,0.15789473684210525,-1.085669492836449,0.4530740438540336,1.926410968791812,2.945227100265075
Dante Harris,Tennessee St.,OVC,29,82.2,104.9,21.1,43.4,47.74,2.8,9.5,24.8,15.7,72,101,0.713,110,258,0.426,15,47,0.319,0.0,2.8,33.1,Sr,1.2758,103.212,2.5,"Washington, DC",19.0,2.33868384,53.0,102.0,57.0,156.0,0.5196,0.3654,1.0,1.0,1.0,106.695,113.617,2.32767,158.473,-2.44572,-0.790814,-1.6549,-2.30716,32.2219,-1.50071,-0.806445,0.9062,2.7812,3.6875,4.5312,1.6562,0.0,11.6875,Scoring PG,2.78089,72,305.0,0.3344262295081967,0.5114754098360655,0.1540983606557377,0.00980392156862745,-0.9468833692454618,2.5322714165552713,-1.2075448120055972,-0.8984756603356612
Jay Rodgers,Central Connecticut,NEC,28,74.9,106.8,25.8,48.2,53.29,0.3,8.2,45.8,21.7,67,82,0.817,73,162,0.451,32,89,0.36,0.3,0.8,32.7,Sr,1.82451,109.568,1.7,"Pickerington, OH",,2.57498049,33.0,65.0,40.0,97.0,0.5077,0.4124,0.0,0.0,,115.936,124.231,1.01895,103.525,-5.68123,-0.112813,-5.56842,-3.61475,29.27,0.62504,-4.23979,0.1,2.1,2.2,6.8667,0.4,0.0667,11.0333,Pure PG,6.48581,75,251.0,0.2589641434262948,0.38645418326693226,0.3545816733067729,0.0,-2.503294746210568,3.392881921506432,-0.35598582256421674,-1.9945215811170525
Jalen Speer,Marshall,SB,31,82.0,110.7,26.1,48.8,52.37,1.5,11.6,29.7,15.8,76,92,0.826,75,183,0.41,89,244,0.365,0.2,1.9,21.5,Sr,2.80348,116.633,3.0,"Gainesville, FL",,2.30265266,26.0,51.0,49.0,132.0,0.5098,0.3712,1.0,1.0,1.0,112.875,114.401,2.23478,167.905,-0.964291,2.25285,-3.21714,0.533026,32.5188,2.39918,-1.86615,0.4062,3.6875,4.0938,5.4688,1.0938,0.0938,15.6562,Scoring PG,13.6218,73,427.0,0.11943793911007025,0.3091334894613583,0.5714285714285714,0.0196078431372549,-3.286411014942844,1.739972506560967,0.8997055588558052,0.22739779300427723
DA Houston,Texas A&M Corpus Chris,Slnd,25,44.6,96.2,26.2,49.1,52.7,1.6,6.1,29.2,24.6,50,76,0.658,41,93,0.441,27,73,0.37,1.4,1.6,45.8,Sr,0.768266,102.736,5.2,"Houston, TX",,1.35483171,31.0,65.0,10.0,28.0,0.4769,0.3571,0.0,0.0,,107.651,108.606,1.8235,74.2807,-3.14668,-1.46165,-1.68503,-2.22762,20.4963,-1.08652,-1.1411,0.2593,1.2222,1.4815,3.1111,0.5926,0.2593,8.1852,Pure PG,8.37923,74,166.0,0.39156626506024095,0.1686746987951807,0.4397590361445783,0.0,-1.4599476073033761,1.968172668736045,0.6044120789334426,-1.527935740864822
Tyon Grant-Foster,Gonzaga,WCC,33,53.7,106.8,26.2,50.9,53.22,8.5,17.1,8.7,14.0,83,138,0.601,120,221,0.543,16,62,0.258,6.3,2.0,48.8,Sr,1.89294,117.434,3.5,"Kansas City, KS",,0.8260994,104.0,169.0,16.0,52.0,0.6154,0.3077,40.0,48.0,0.8333,91.5224,87.8173,3.4426,156.983,4.5141,-0.132178,4.64628,4.56457,21.5515,1.55825,3.00632,1.5758,3.4545,5.0303,1.1515,0.7576,1.0909,11.2424,PF/C,4.93711,79,283.0,0.5971731448763251,0.18374558303886926,0.21908127208480566,0.28402366863905326,2.48012924121454,0.2711592406834014,1.385784412275752,2.3136463008554533
Vukasin Masic,San Francisco,WCC,32,53.5,98.0,15.5,47.0,48.62,0.7,8.0,16.3,19.1,16,23,0.696,32,59,0.542,31,108,0.287,0.3,0.5,13.8,Sr,0.175029,94.3829,1.6,"Belgrade, Serbia",,1.97059095,21.0,34.0,11.0,25.0,0.6176,0.44,0.0,0.0,,115.512,113.519,1.52266,86.1846,-3.57063,-1.44246,-2.12817,-3.10643,21.6,-1.67209,-1.43434,0.1212,1.5152,1.6364,2.0303,0.1818,0.0606,5.3333,Combo G,9.39981,77,167.0,0.20359281437125748,0.1497005988023952,0.6467065868263473,0.0,-2.7574968908703053,-1.0880534233389494,-0.9116492819763646,-2.17004784268772
