Player Name,Team,Conference,Position,Height,Year,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,SPG,DRBPG,ORBPG,BPG,TOPG,eFG,three_share,AST_TOV,FTR,TS_pct,usg,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,PC1,PC2,PC3,PC4
"Baker, Koa",Eckerd,Sunshine,G,77,Sr.,25,639,25.6,84.0,187.0,0.449,10.0,36.0,0.278,105.0,129.0,0.814,283,11.3,49,91,140,5.6,54.0,74,47,14,6,2.96,0.56,3.64,1.96,0.24,1.88,0.4759358288770053,0.1925133689839572,1.574468085106383,0.6898395721925134,0.0231785362651788,0.4550234741784037,17.715179968701097,8.763693270735525,4.632237871674492,0.8763693270735524,0.3755868544600939,2.942097026604069,2.02260246180079,-0.15744045864058787,0.11366077106802897,-1.3433048080335397
"Davis, Jacob",Eckerd,Sunshine,F,79,Fr.,27,510,18.9,124.0,202.0,0.614,6.0,19.0,0.316,22.0,37.0,0.595,276,10.2,51,85,136,5.0,33.0,9,17,4,13,0.3333333333333333,0.1481481481481481,3.1481481481481484,1.8888888888888888,0.4814814814814814,0.6296296296296297,0.6287128712871287,0.094059405940594,0.5294117647058824,0.1831683168316831,0.0233644859813084,0.4613333333333333,21.64705882352941,10.666666666666666,0.7058823529411764,0.3137254901960784,1.0196078431372548,1.3333333333333333,2.1707603517316656,0.008152398466387819,-0.43379195247527486,-0.7629317966464205
"Taiwo, Tim",Eckerd,Sunshine,G,75,Jr.,27,596,22.1,83.0,197.0,0.421,15.0,46.0,0.326,47.0,76.0,0.618,228,8.4,20,90,110,4.1,74.0,53,59,30,14,1.962962962962963,1.1111111111111112,3.3333333333333335,0.7407407407407407,0.5185185185185185,2.185185185185185,0.4593908629441624,0.233502538071066,0.8983050847457628,0.3857868020304568,0.0182260024301336,0.4856375838926174,15.302013422818792,7.38255033557047,3.557046979865772,2.013422818791946,0.9395973154362416,3.959731543624161,0.4787385998421267,-0.11837054323110609,-0.3085211269856391,-0.8150406747749847
"Walton, Caden",Eckerd,Sunshine,F,77,Fr.,19,256,13.5,51.0,86.0,0.593,3.0,15.0,0.2,25.0,40.0,0.625,130,6.8,29,42,71,3.7,39.0,7,26,10,2,0.3684210526315789,0.5263157894736842,2.210526315789474,1.5263157894736843,0.1052631578947368,1.368421052631579,0.6104651162790697,0.1744186046511628,0.2692307692307692,0.4651162790697674,0.0328185328185328,0.50625,20.3125,11.09375,1.09375,1.5625,0.3125,4.0625,1.2813071463339103,0.3207982774431905,-0.5572659206365304,-0.152144656558517
"Thompson, Timothy",Eckerd,Sunshine,F,80,Sr.,27,479,17.7,58.0,97.0,0.598,0.0,0.0,0.0,31.0,68.0,0.456,147,5.4,65,80,145,5.4,69.0,10,28,10,27,0.3703703703703703,0.3703703703703703,2.962962962962963,2.407407407407407,1.0,1.037037037037037,0.5979381443298969,0.0,0.3571428571428571,0.7010309278350515,0.0212732429877087,0.3234237995824635,12.275574112734864,12.10855949895616,0.8350730688935282,0.8350730688935282,2.2546972860125263,2.338204592901879,2.7748460072566687,0.8248945986658077,-1.422987306611288,-0.8860375129186886
"Cortijo, Carlos",Eckerd,Sunshine,G,72,Jr.,25,395,15.8,38.0,102.0,0.373,11.0,40.0,0.275,33.0,39.0,0.846,120,4.8,11,29,40,1.6,40.0,61,42,13,1,2.44,0.52,1.16,0.44,0.04,1.68,0.4264705882352941,0.392156862745098,1.4523809523809523,0.3823529411764705,0.0201409869083585,0.408,12.151898734177216,4.050632911392405,6.177215189873417,1.3164556962025318,0.1012658227848101,4.253164556962025,-1.2201287222338055,-0.4918481458343343,-0.221622515179451,-0.6949449947303923
"Patterson, Brady",Eckerd,Sunshine,G,72,So.,25,440,17.6,32.0,87.0,0.368,16.0,48.0,0.333,12.0,17.0,0.706,92,3.7,9,25,34,1.4,55.0,52,29,14,1,2.08,0.56,1.0,0.36,0.04,1.16,0.4597701149425287,0.5517241379310345,1.793103448275862,0.1954022988505747,0.0195808636748518,0.2806363636363636,8.363636363636363,3.090909090909091,4.7272727272727275,1.2727272727272725,0.0909090909090909,2.636363636363636,-1.761959023264995,-1.0006132789647708,-0.2757462335434227,-1.0963381653415152
"Bouchard, Dante",Eckerd,Sunshine,G,71,Sr.,15,220,14.7,9.0,39.0,0.231,7.0,28.0,0.25,5.0,7.0,0.714,30,2.0,3,19,22,1.5,20.0,26,20,8,0,1.7333333333333334,0.5333333333333333,1.2666666666666666,0.2,0.0,1.3333333333333333,0.3205128205128205,0.717948717948718,1.3,0.1794871794871795,0.023764258555133,0.2821818181818182,5.454545454545454,4.0,4.7272727272727275,1.4545454545454546,0.0,3.6363636363636367,-2.230683474461319,-1.0134283053222157,-0.4366897569193787,-0.9819327290459767
"Britt, Jackson",Eckerd,Sunshine,G,75,Fr.,10,46,4.6,7.0,17.0,0.412,4.0,8.0,0.5,0.0,0.0,0.0,18,1.8,1,7,8,0.8,0.0,2,4,2,0,0.2,0.2,0.7,0.1,0.0,0.4,0.5294117647058824,0.4705882352941176,0.5,0.0,0.0529411764705882,0.4565217391304347,15.652173913043478,6.956521739130435,1.7391304347826086,1.7391304347826086,0.0,3.4782608695652173,-1.3968522909091694,-0.40020805632692885,-0.6997006313126511,0.046563055032250666
"Greene, Tyler",Eckerd,Sunshine,G,74,Fr.,5,14,2.8,3.0,5.0,0.6,1.0,3.0,0.333,0.0,1.0,0.0,7,1.4,1,2,3,0.6,3.0,0,3,1,1,0.0,0.2,0.4,0.2,0.2,0.6,0.7,0.6,0.0,0.2,0.1286764705882352,0.602857142857143,20.0,8.571428571428571,0.0,2.8571428571428568,2.8571428571428568,8.571428571428571,-1.4462652217442897,0.12824560354506467,-0.4204186781503696,0.7863225988713621
"Hupp, Jackson",Eckerd,Sunshine,F,79,Fr.,19,80,4.2,6.0,20.0,0.3,2.0,7.0,0.286,8.0,17.0,0.471,22,1.2,4,14,18,0.9,19.0,6,2,1,1,0.3157894736842105,0.0526315789473684,0.7368421052631579,0.2105263157894736,0.0526315789473684,0.1052631578947368,0.35,0.35,3.0,0.85,0.0218340611353711,0.3685,11.0,9.0,3.0,0.5,0.5,1.0,-0.5131241547568131,-0.5246673029475919,-0.6732609530577641,-0.987129470380085
"Pasque, Ollie",Eckerd,Sunshine,G,76,So.,13,79,6.1,5.0,17.0,0.294,3.0,11.0,0.273,3.0,3.0,1.0,16,1.2,2,6,8,0.6,4.0,7,5,3,0,0.5384615384615384,0.2307692307692307,0.4615384615384615,0.1538461538461538,0.0,0.3846153846153846,0.3823529411764705,0.6470588235294118,1.4,0.1764705882352941,0.0327510917030567,0.2951898734177215,8.10126582278481,4.050632911392405,3.5443037974683547,1.518987341772152,0.0,2.5316455696202533,-1.777386943455288,-0.7219102859900355,-0.9049576436234665,-0.6945325754000848
"Johnson, Trey",Eckerd,Sunshine,F,79,Sr.,7,30,4.3,3.0,9.0,0.333,0.0,0.0,0.0,0.0,1.0,0.0,6,0.9,8,4,12,1.7,7.0,0,0,2,0,0.0,0.2857142857142857,0.5714285714285714,1.1428571428571428,0.0,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0476694915254237,0.3146666666666666,8.0,16.0,0.0,2.6666666666666665,0.0,0.0,0.45136272940025357,0.562428792592235,-2.131260731741326,-0.24371982683004292
"Watkins, Ace",Eckerd,Sunshine,G,76,Fr.,4,12,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1,0.3,0,0,0,0.0,3.0,0,2,2,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0386597938144329,0.49,3.333333333333333,0.0,0.0,6.666666666666666,0.0,6.666666666666666,-1.4738751165836332,0.8954774403638068,-2.1781198091100125,0.3572125056464664
"Berry, Jared",Embry-Riddle,Sunshine,G,70,So.,28,918,32.8,197.0,429.0,0.459,53.0,133.0,0.398,122.0,141.0,0.865,569,20.3,23,114,137,4.9,64.0,140,106,39,2,5.0,1.3928571428571428,4.071428571428571,0.8214285714285714,0.0714285714285714,3.7857142857142856,0.5209790209790209,0.31002331002331,1.320754716981132,0.3286713286713286,0.0206704138155751,0.6503703703703704,24.79302832244009,5.969498910675382,6.1002178649237475,1.6993464052287583,0.0871459694989106,4.618736383442266,0.2847171608670992,-0.7914354001079046,1.3193102178701244,-0.8629118586247627
"Barr, Dawson",Embry-Riddle,Sunshine,G,76,Fr.,27,741,27.4,133.0,290.0,0.459,71.0,162.0,0.438,25.0,36.0,0.694,362,13.4,29,98,127,4.7,53.0,31,45,27,8,1.148148148148148,1.0,3.6296296296296298,1.0740740740740742,0.2962962962962963,1.6666666666666667,0.5810344827586207,0.5586206896551724,0.6888888888888889,0.1241379310344827,0.0219068794140727,0.473468286099865,19.541160593792178,6.855600539811066,1.6734143049932524,1.45748987854251,0.4318488529014844,2.42914979757085,0.5096424246968356,-0.7342908478523928,0.1391111888549869,-0.8520060068800095
"Klinger, Jack",Embry-Riddle,Sunshine,C,81,So.,28,838,29.9,148.0,210.0,0.705,0.0,1.0,0.0,66.0,93.0,0.71,362,12.9,65,102,167,6.0,68.0,28,44,14,29,1.0,0.5,3.642857142857143,2.3214285714285716,1.0357142857142858,1.5714285714285714,0.7047619047619048,0.0047619047619047,0.6363636363636364,0.4428571428571428,0.0257054041128646,0.3519331742243436,17.27923627684964,7.971360381861575,1.3365155131264916,0.6682577565632458,1.3842482100238662,2.100238663484487,3.02765036149146,0.4237199650383035,-0.8435455750026044,-1.1176087871322027
"Montanari, Evan",Embry-Riddle,Sunshine,G,74,Fr.,26,559,21.5,76.0,207.0,0.367,52.0,149.0,0.349,16.0,21.0,0.762,220,8.5,5,46,51,2.0,40.0,52,27,17,1,2.0,0.6538461538461539,1.7692307692307692,0.1923076923076923,0.0384615384615384,1.0384615384615383,0.4927536231884058,0.7198067632850241,1.9259259259259256,0.1014492753623188,0.0196540880503144,0.435134168157424,15.742397137745977,3.6493738819320214,3.720930232558139,1.2164579606440071,0.071556350626118,1.9320214669051876,-1.4942818056579696,-1.3677890781637538,0.31749645889435646,-1.007196371602948
"Moore, Braeden",Embry-Riddle,Sunshine,F,80,Jr.,28,530,18.9,65.0,171.0,0.38,53.0,133.0,0.398,8.0,9.0,0.889,191,6.8,18,71,89,3.2,23.0,20,16,9,2,0.7142857142857143,0.3214285714285714,2.5357142857142856,0.6428571428571429,0.0714285714285714,0.5714285714285714,0.5350877192982456,0.7777777777777778,1.25,0.0526315789473684,0.0194330132601737,0.3603018867924528,14.41509433962264,6.716981132075471,1.5094339622641508,0.6792452830188679,0.1509433962264151,1.2075471698113207,-0.2691613694748185,-1.0200977998409113,-0.47916655493911225,-1.0549571688874626
"Lewis, Logan",Embry-Riddle,Sunshine,G/F,76,Jr.,28,551,19.7,67.0,144.0,0.465,8.0,33.0,0.242,43.0,57.0,0.754,185,6.6,36,79,115,4.1,62.0,51,38,21,4,1.8214285714285712,0.75,2.8214285714285716,1.2857142857142858,0.1428571428571428,1.3571428571428572,0.4930555555555556,0.2291666666666666,1.3421052631578947,0.3958333333333333,0.0195173882185947,0.3758257713248639,13.430127041742285,8.348457350272232,3.702359346642468,1.5245009074410163,0.2903811252268602,2.7586206896551726,0.7943648145486322,-0.2805277736117628,-0.34932270433570917,-1.2007300156080383
"Pierre, Clarens",Embry-Riddle,Sunshine,F,80,Sr.,27,632,23.4,66.0,111.0,0.595,2.0,9.0,0.222,37.0,59.0,0.627,171,6.3,52,106,158,5.9,75.0,27,38,20,40,1.0,0.7407407407407407,3.925925925925926,1.9259259259259256,1.4814814814814814,1.4074074074074074,0.6036036036036037,0.081081081081081,0.7105263157894737,0.5315315315315315,0.0229994158878504,0.2768354430379747,10.82278481012658,10.0,1.7088607594936709,1.2658227848101269,2.5316455696202533,2.4050632911392404,2.44167582249736,0.45427826426519763,-1.172460673084242,-1.3322532481772498
"Harwood, Landen",Embry-Riddle,Sunshine,G,74,Fr.,28,411,14.7,61.0,124.0,0.492,5.0,24.0,0.208,35.0,46.0,0.761,162,5.8,27,54,81,2.9,45.0,23,21,18,9,0.8214285714285714,0.6428571428571429,1.9285714285714288,0.9642857142857144,0.3214285714285714,0.75,0.5120967741935484,0.1935483870967742,1.0952380952380951,0.3709677419354839,0.0201053799223516,0.4020437956204379,15.766423357664234,7.883211678832117,2.238442822384428,1.7518248175182485,0.8759124087591241,2.0437956204379564,0.15839538122723093,-0.21530840279075933,-0.3628447105742344,-0.6245780076637518
"Torres, Chalier",Embry-Riddle,Sunshine,G,76,R.,19,235,12.4,33.0,91.0,0.363,16.0,47.0,0.34,29.0,33.0,0.879,111,5.8,2,29,31,1.6,30.0,24,22,13,1,1.263157894736842,0.6842105263157895,1.5263157894736843,0.1052631578947368,0.0526315789473684,1.1578947368421053,0.4505494505494505,0.5164835164835165,1.0909090909090908,0.3626373626373626,0.0274829416224412,0.5426382978723404,18.893617021276597,5.276595744680851,4.085106382978723,2.212765957446808,0.1702127659574468,3.74468085106383,-0.8825181602840901,-0.38010296401682825,-0.21587780256164868,-0.14849118117190216
"Vranesevic, Relja",Embry-Riddle,Sunshine,C,80,Fr.,17,133,7.8,19.0,28.0,0.679,0.0,0.0,0.0,19.0,22.0,0.864,57,3.4,13,21,34,2.0,16.0,14,12,6,4,0.8235294117647058,0.3529411764705882,1.2352941176470589,0.7647058823529411,0.2352941176470588,0.7058823529411765,0.6785714285714286,0.0,1.1666666666666667,0.7857142857142857,0.0451167728237791,0.3735338345864661,17.142857142857142,10.225563909774436,4.2105263157894735,1.8045112781954888,1.2030075187969924,3.6090225563909777,0.9484655887128149,0.7717971452356359,-1.1082404516577948,-0.0811942837630907
"Skoric, Milan",Embry-Riddle,Sunshine,G,76,So.,9,35,3.9,7.0,22.0,0.318,7.0,22.0,0.318,0.0,0.0,0.0,21,2.3,0,1,1,0.1,3.0,2,3,0,0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4772727272727273,1.0,0.6666666666666666,0.0,0.0522727272727272,0.7142857142857143,24.0,1.1428571428571428,2.2857142857142856,0.0,0.0,3.428571428571429,-2.1128384108300384,-1.069733288323045,0.08588931661983615,0.4752516461159502
"Stangas, Theo",Embry-Riddle,Sunshine,G,76,Sr.,7,20,2.9,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,8,1.1,2,1,3,0.4,0.0,0,0,0,0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0916666666666666,0.3,16.0,6.0,0.0,0.0,0.0,0.0,-1.733852625908722,-0.7161834978995235,-0.8615097198285855,0.5363531076720351
"Mueller, Ryan",Embry-Riddle,Sunshine,F,79,Fr.,5,17,3.4,1.0,7.0,0.143,0.0,1.0,0.0,1.0,1.0,1.0,3,0.6,0,3,3,0.6,1.0,1,0,1,0,0.2,0.2,0.6,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0403225806451612,0.4376470588235294,7.058823529411765,7.058823529411765,2.3529411764705883,2.3529411764705883,0.0,0.0,-0.6955261826165507,0.4754887713048389,-2.2548581219831707,0.09228919030415624
"Jackson, Walker",Embry-Riddle,Sunshine,C,82,Fr.,5,30,6.0,1.0,5.0,0.2,0.0,3.0,0.0,1.0,2.0,0.5,3,0.6,2,8,10,2.0,5.0,1,6,0,3,0.2,0.0,1.6,0.4,0.6,1.2,0.2,0.6,0.1666666666666666,0.4,0.0510204081632653,0.3959999999999999,4.0,13.333333333333332,1.3333333333333333,0.0,4.0,8.0,-0.32234057469440763,0.5786057485480288,-2.2832321043406503,-0.41159743350407946
"Miller, Amare",Florida Southern,Sunshine,F,77,Sr.,31,867,28.0,213.0,387.0,0.55,13.0,60.0,0.217,70.0,101.0,0.693,509,16.4,94,181,275,8.9,79.0,35,39,29,45,1.1290322580645162,0.935483870967742,5.838709677419355,3.032258064516129,1.4516129032258065,1.2580645161290325,0.5671834625322998,0.1550387596899224,0.8974358974358975,0.2609819121447028,0.0190061190432041,0.5426066897347174,23.483275663206456,12.687427912341407,1.6147635524798154,1.3379469434832756,2.0761245674740483,1.799307958477509,3.724021764179211,-0.3549099786134719,0.6961459840001039,-1.8791645330954294
"Corso, Brady",Florida Southern,Sunshine,G,73,So.,33,923,28.0,145.0,340.0,0.426,91.0,237.0,0.384,92.0,111.0,0.829,473,14.3,36,96,132,4.0,60.0,58,45,35,8,1.7575757575757576,1.0606060606060606,2.909090909090909,1.0909090909090908,0.2424242424242424,1.3636363636363635,0.5602941176470588,0.6970588235294117,1.288888888888889,0.3264705882352941,0.0183880259232589,0.470032502708559,20.49837486457205,5.7204767063921995,2.5135427952329357,1.516793066088841,0.3466955579631636,1.9501625135427951,-0.1848537812946679,-1.0949194663088453,0.7032656948375667,-0.8377426716835108
"Tremble, Jasir",Florida Southern,Sunshine,G,70,Sr.,32,815,25.5,129.0,299.0,0.431,62.0,148.0,0.419,42.0,50.0,0.84,362,11.3,19,46,65,2.0,50.0,125,67,45,5,3.90625,1.40625,1.4375,0.59375,0.15625,2.09375,0.5351170568561873,0.4949832775919732,1.8656716417910448,0.1672240802675585,0.017601246105919,0.4760736196319018,17.766871165644172,3.1901840490797544,6.134969325153374,2.208588957055215,0.2453987730061349,3.2883435582822083,-1.3586574828039364,-1.0877665106027952,0.7347111131627713,-0.9475727129591405
"Dalton, Charlie",Florida Southern,Sunshine,F,79,Jr.,30,864,28.8,119.0,262.0,0.454,18.0,69.0,0.261,81.0,109.0,0.743,337,11.2,51,125,176,5.9,75.0,100,52,42,14,3.3333333333333335,1.4,4.166666666666667,1.7,0.4666666666666667,1.7333333333333334,0.4885496183206106,0.2633587786259542,1.9230769230769231,0.416030534351145,0.01806684733514,0.4189351851851852,15.601851851851851,8.148148148148147,4.62962962962963,1.9444444444444444,0.6481481481481481,2.407407407407407,1.8938061694498074,-0.46139425609921114,0.07444135727537816,-1.8921819805455167
