player_name,team,conf,GP,min_pct,ORtg,usg,eFG,TS_pct,ORB_pct,DRB_pct,AST_pct,TOV_pct,FTM,FTA,FT_pct,2PM,2PA,2P_pct,3PM,3PA,3P_pct,Blk_pct,Stl_pct,FTR,yr,PORPAG,adjoe,personal_fouls_per_40,type,Rec_Rank,AST_TOV,rimmade,rim_attempts,midmade,mid_attempts,rim_pct,mid_pct,dunksmade,dunks_attempts,dunk_pct,drtg,adj_drtg,D_PORPAG,stops,bpm,obpm,dbpm,gbpm,mins_per_game,ogbpm,dgbpm,oreb_per_game,dreb_per_game,treb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_per_game,role,3P_per_100_team_pos,height_inches,total_known_fga,rim_share,mid_share,three_share,dunk_rate_at_rim,arch_PC1,arch_PC2,arch_PC3,val_PC1,pbp_join_method,pbp_join_warning,pbp_pid,pbp_player_name,pbp_team,pbp_rim_made,pbp_rim_missed,pbp_rim_assisted,pbp_mid_made,pbp_mid_missed,pbp_mid_assisted,pbp_three_made,pbp_three_missed,pbp_three_assisted,pbp_dunk_made,pbp_dunk_missed,pbp_dunk_assisted
Antwann Jones,UNC Greensboro,SC,6,4.6,75.2,19.2,37.5,38.35,7.8,18.0,6.2,25.7,1,2,0.5,3,10,0.3,2,6,0.333,2.1,2.0,12.5,Sr,-0.645403,73.0593,4.1,"Orlando, FL",79.0,0.50005835,2.0,5.0,1.0,5.0,0.4,0.2,0.0,0.0,,115.683,115.384,0.634547,10.8614,-8.98565,-7.19305,-1.7926,-8.81733,11.4857,-5.76757,-3.04976,0.5714,1.5714,2.1429,0.4286,0.2857,0.1429,3.4286,Wing F,5.8505,78,16.0,0.3125,0.3125,0.375,0.0,-0.31002172122264277,1.1113313316420335,-0.07553624288203059,-0.24911731976738735,pid,,65925.0,Antwann Jones,UNC Greensboro,2,3,1,1,4,1,2,4,1,0,0,0
Elijah Elliott,New Mexico St.,CUSA,29,46.9,101.6,26.7,41.9,47.79,1.8,10.0,25.8,14.9,63,81,0.778,40,111,0.36,35,110,0.318,1.1,2.2,36.7,Sr,1.09502,109.173,3.1,"Houston, TX",,1.73166481,16.0,34.0,24.0,77.0,0.4706,0.3117,0.0,0.0,,109.822,110.397,1.56191,88.5456,-0.973155,0.337965,-1.31112,0.0378349,18.6323,0.653541,-0.615706,0.2903,1.6452,1.9355,2.2903,0.7419,0.1613,8.2581,Scoring PG,11.8498,73,221.0,0.15384615384615385,0.34841628959276016,0.497737556561086,0.0,-0.8022787681342617,-1.572743395368272,-0.18750411607181783,0.6411802642427235,pid,,67572.0,Elijah Elliott,New Mexico St.,16,18,1,24,53,3,35,75,16,0,0,0
Doctor Bradley,Bethune Cookman,SWAC,8,14.0,103.4,30.0,55.2,54.04,8.7,29.3,28.0,17.0,21,44,0.477,34,60,0.567,2,7,0.286,5.1,3.2,65.7,Sr,1.25108,108.984,3.9,"Los Angeles, CA",,1.375,32.0,51.0,2.0,9.0,0.6275,0.2222,5.0,7.0,0.7143,97.5289,106.165,2.1235,46.4699,5.48102,0.787929,4.69309,5.69559,22.0375,1.75002,3.94557,1.625,5.875,7.5,2.75,1.25,1.125,11.875,PF/C,2.23708,80,67.0,0.7611940298507462,0.13432835820895522,0.1044776119402985,0.13725490196078433,3.539470805003589,-1.0685683994490243,-1.4785548065007825,0.7435811479105597,pid,,70326.0,Doctor Bradley,Bethune Cookman,32,19,12,2,7,0,2,5,2,5,2,5
Rahmir Moore,Delaware St.,MEAC,22,43.6,97.9,18.4,43.4,49.99,5.3,10.8,10.5,16.6,43,59,0.729,24,57,0.421,17,57,0.298,0.5,1.4,51.8,Sr,-0.103736,90.9776,2.6,"Philadelphia, PA",,1.16006237,16.0,31.0,8.0,26.0,0.5161,0.3077,1.0,1.0,1.0,110.862,118.377,1.19307,65.9799,-4.84786,-2.95078,-1.89708,-4.54529,21.3038,-2.51058,-2.03471,1.1154,1.6538,2.7692,1.1154,0.4615,0.0769,6.5769,Wing G,7.25452,74,114.0,0.2719298245614035,0.22807017543859648,0.5,0.03225806451612903,-0.10664454001552921,-0.09966316065769706,0.4960041169916721,0.858722054458451,pid,,70501.0,Rahmir Moore,Delaware St.,16,15,1,8,18,2,17,40,16,1,0,0
Alex Hemenway,Evansville,MVC,30,65.8,93.4,14.3,43.3,46.48,1.2,7.7,6.3,9.9,27,33,0.818,13,38,0.342,47,155,0.303,0.5,0.9,17.1,Sr,-0.383245,88.174,2.5,"Newburgh, IN",24.0,1.42101717,9.0,22.0,4.0,16.0,0.4091,0.25,1.0,1.0,1.0,120.301,118.954,1.40848,102.864,-4.47401,-1.50778,-2.96623,-5.04654,25.8969,-2.81935,-2.22718,0.3125,1.625,1.9375,0.8438,0.375,0.0938,6.7188,Combo G,11.5599,76,193.0,0.11398963730569948,0.08290155440414508,0.8031088082901554,0.045454545454545456,-1.0905530147583624,0.130736814591061,1.4365578659227296,0.9029865946294978,pid,,70621.0,Alex Hemenway,Evansville,9,13,6,4,12,1,47,108,43,1,0,1
Addison Patterson,Eastern Michigan,MAC,30,74.8,109.6,23.5,59.1,60.62,5.1,14.7,18.9,19.7,48,67,0.716,152,238,0.639,20,70,0.286,1.2,2.2,21.8,Sr,2.1575,113.153,3.6,"Mississauga, Canada",,1.14085497,121.0,170.0,31.0,68.0,0.7118,0.4559,28.0,30.0,0.9333,107.198,107.119,2.82855,162.41,1.91902,0.858959,1.06006,2.17299,29.7258,1.26448,0.908504,1.3871,3.9355,5.3226,2.6129,1.0968,0.3226,13.7097,Wing G,4.54603,79,308.0,0.551948051948052,0.22077922077922077,0.22727272727272727,0.17647058823529413,1.9400668152037535,-0.7370946372344375,-0.3199678432511818,-0.09055623140063136,pid,,70754.0,Addison Patterson,Eastern Michigan,121,49,52,31,37,6,20,50,14,28,2,19
Rienk Mast,Nebraska,B10,34,70.4,112.5,25.8,50.8,53.99,9.4,13.5,20.8,13.4,65,79,0.823,119,221,0.538,50,161,0.311,1.4,0.8,20.7,Sr,3.27974,124.982,2.4,"Groningen, Netherlands",,1.84205199,73.0,108.0,46.0,113.0,0.6759,0.4071,2.0,2.0,1.0,102.213,95.4577,3.91299,161.779,5.41459,3.08048,2.33411,4.758,29.1941,3.12829,1.62972,2.2647,3.5,5.7647,3.0882,0.4118,0.2941,13.3235,Stretch 4,9.77104,82,382.0,0.28272251308900526,0.29581151832460734,0.4214659685863874,0.018518518518518517,2.4202670735579064,-0.8261462201544797,-0.072340271062047,0.9592682637067718,pid,,70772.0,Rienk Mast,Nebraska,73,35,44,46,67,17,50,111,48,2,0,2
Rick Issanza,Loyola Marymount,WCC,29,37.9,104.9,10.2,65.3,58.41,9.5,14.5,2.9,22.9,11,32,0.344,32,48,0.667,0,1,0.0,9.6,1.1,65.3,Sr,-0.0220359,91.9763,5.0,"Kinshasa, Congo, the Democratic Republic of the",1.8,0.42112742,28.0,38.0,4.0,10.0,0.7368,0.4,21.0,24.0,0.875,103.341,101.927,1.82357,92.9374,2.51871,-3.04916,5.56787,0.088484,16.25,-3.3483,3.43679,1.3,2.0667,3.3667,0.2667,0.3333,1.4333,2.6333,C,0.123106,85,49.0,0.7755102040816326,0.20408163265306123,0.02040816326530612,0.631578947368421,2.8517694242474896,3.061062372536492,-0.48126063183763435,1.650708725997303,pid,,70789.0,Rick Issanza,Loyola Marymount,28,10,23,4,6,2,0,1,0,21,3,19
Steele Venters,Gonzaga,WCC,27,28.9,112.9,15.2,54.4,55.97,1.4,7.9,10.0,15.7,10,12,0.833,8,16,0.5,36,98,0.367,0.6,2.4,10.5,Sr,0.799498,107.735,3.3,"Ellensburg, WA",,1.64707745,6.0,8.0,2.0,8.0,0.75,0.25,2.0,2.0,1.0,97.7097,94.5864,2.06975,71.0297,3.56885,1.5984,1.97046,2.9677,15.063,0.283299,2.6844,0.1852,1.1111,1.2963,1.037,0.6296,0.0741,4.963,Wing G,13.7356,79,114.0,0.07017543859649122,0.07017543859649122,0.8596491228070176,0.25,-0.8567758269818698,-0.5819998909843818,1.244487201080076,0.7441676366131227,pid,,70941.0,Steele Venters,Gonzaga,6,2,1,2,6,0,36,62,34,2,0,1
Micah Thomas,Northwestern St.,Slnd,30,76.4,103.2,30.2,47.1,54.3,1.2,6.6,22.5,16.1,129,140,0.921,116,266,0.436,46,127,0.362,0.5,1.5,35.6,Sr,2.41876,115.17,2.4,"Oklahoma City, OK",,1.17810805,35.0,80.0,81.0,186.0,0.4375,0.4355,0.0,0.0,,115.665,117.861,1.75098,119.881,-3.82742,-0.303108,-3.52431,-1.05387,30.2031,1.27409,-2.32796,0.3125,1.6562,1.9688,2.6875,0.9062,0.125,16.75,Scoring PG,8.4363,72,393.0,0.2035623409669211,0.4732824427480916,0.3231552162849873,0.0,-0.4146855643025572,-1.1558461559987063,0.23647183976911829,-0.2451589678018395,pid,,70961.0,Micah Thomas,Northwestern St.,35,45,6,81,105,17,46,81,28,0,0,0
Rashaun Agee,Texas A&M,SEC,34,65.5,122.2,25.1,52.7,58.14,10.5,24.8,16.7,10.9,141,188,0.75,144,252,0.571,23,87,0.264,3.4,2.0,55.5,Sr,3.7599,133.727,3.6,"Chicago, IL",,1.77778614,123.0,199.0,21.0,53.0,0.6181,0.3962,21.0,23.0,0.913,102.551,95.8628,3.50048,205.044,8.55532,4.47522,4.0801,8.57384,26.7765,5.89567,2.67817,2.5882,6.1176,8.7059,2.3529,0.9412,0.7941,14.6471,Stretch 4,5.28309,79,339.0,0.5870206489675516,0.15634218289085547,0.25663716814159293,0.11557788944723618,3.929826010006531,-1.3134013846045773,-0.31541527810937137,0.9720862125622184,pid,,71003.0,Rashaun Agee,Texas A&M,123,76,80,21,32,13,23,64,23,21,2,18
Tyler Cochran,Rhode Island,A10,32,76.6,106.9,26.4,50.3,54.6,5.3,19.2,13.8,15.4,115,159,0.723,106,211,0.502,55,164,0.335,0.8,5.2,42.4,Sr,2.4755,115.657,3.5,"Bolingbrook, IL",,0.86565094,83.0,151.0,23.0,60.0,0.5497,0.3833,0.0,0.0,,95.2144,95.1131,4.17261,229.244,4.71462,1.4968,3.21782,6.28427,30.8719,2.533,3.75128,1.375,4.8125,6.1875,1.8125,2.6562,0.1875,15.375,Wing G,9.97259,74,375.0,0.4026666666666667,0.16,0.43733333333333335,0.0,1.4295481337104696,-1.4339694756570671,-0.06440580354094404,-0.595929011869972,pid,,71025.0,Tyler Cochran,Rhode Island,83,68,17,23,37,7,55,109,46,0,0,0
Curt Lewis,Southern Miss,SB,33,58.7,108.4,11.0,51.6,52.06,2.2,8.3,5.3,12.7,11,19,0.579,9,27,0.333,49,133,0.368,1.4,1.6,11.9,Sr,0.117443,93.8086,2.5,"Louisville, KY",,1.22717145,6.0,14.0,3.0,13.0,0.4286,0.2308,1.0,1.0,1.0,110.702,113.052,1.7378,115.78,-0.947812,-0.56164,-0.386172,-1.10963,23.2086,-1.13948,0.0298481,0.4571,1.6857,2.1429,0.7714,0.6571,0.2571,5.4,Wing G,9.73151,77,160.0,0.0875,0.08125,0.83125,0.07142857142857142,-0.7754384923842421,0.17205710441110963,1.3561019314204479,0.6710561239867427,pid,,71299.0,Curt Lewis,Southern Miss,6,8,2,3,10,2,49,84,47,1,0,0
Chase Johnston,High Point,BSth,31,31.1,139.8,14.1,69.5,70.05,1.9,5.5,4.2,6.7,4,4,1.0,1,5,0.2,61,128,0.477,0.3,2.8,3.0,Sr,1.54458,125.951,4.2,"Boca Raton, FL",,2.14278772,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,,105.713,109.218,1.15673,65.96,3.05094,4.27222,-1.22128,4.81324,13.4588,4.18077,0.632479,0.2353,0.5882,0.8235,0.4412,0.6765,0.0294,6.4412,Combo G,17.3124,75,133.0,0.007518796992481203,0.03007518796992481,0.9624060150375939,0.0,-1.0627875346127407,-1.4978726296274965,2.5178407093434894,0.341712384876068,pid,,71441.0,Chase Johnston,High Point,1,0,1,0,4,0,61,67,59,0,0,0
Devan Cambridge,UCF,B12,33,43.1,117.8,15.1,51.5,55.63,6.9,16.3,7.8,12.4,43,61,0.705,42,70,0.6,17,61,0.279,3.7,1.8,46.6,Sr,1.44542,116.514,4.5,"Nashville, TN",57.2,1.47360196,42.0,65.0,0.0,5.0,0.6462,0.0,13.0,14.0,0.9286,108.237,102.397,1.91381,110.905,5.68773,2.59019,3.09754,3.79164,17.3818,1.2719,2.51974,1.0909,2.4545,3.5455,0.8485,0.5455,0.5758,5.3939,Wing F,6.03144,78,131.0,0.4961832061068702,0.03816793893129771,0.46564885496183206,0.2153846153846154,1.0056220231326063,0.1681907635287231,0.45756872409911614,1.284270120641644,pid,,71448.0,Devan Cambridge,UCF,42,23,35,0,5,0,17,44,17,13,1,12
Gianni Hunt,East Texas A&M,Slnd,30,79.9,102.1,22.5,46.8,52.87,2.3,13.4,31.2,20.5,94,123,0.764,64,139,0.46,40,126,0.317,0.5,2.9,46.4,Sr,1.41108,105.085,2.7,"Lakewood, CA",35.8,2.06576839,50.0,100.0,14.0,39.0,0.5,0.359,0.0,0.0,,110.03,111.69,2.51632,171.762,0.079087,0.27956,-0.200473,-0.5759,31.0688,-0.759512,0.183612,0.625,3.5938,4.2188,4.9062,1.625,0.125,10.8125,Scoring PG,7.66931,76,265.0,0.37735849056603776,0.1471698113207547,0.47547169811320755,0.0,0.31837664622451206,-2.164868758210131,-0.8715411137055779,1.324759855804344,pid,,71463.0,Gianni Hunt,East Texas A&M,50,50,8,14,25,0,40,86,32,0,0,0
Morgan Safford,Kent St.,MAC,31,75.2,115.2,20.1,50.0,55.28,6.9,12.6,8.7,12.9,104,131,0.794,69,142,0.486,65,191,0.34,1.7,1.5,39.3,Sr,2.27636,113.512,3.7,"Columbus, OH",,1.0,55.0,98.0,14.0,44.0,0.5612,0.3182,4.0,4.0,1.0,111.702,110.738,2.54398,166.072,1.28611,1.80374,-0.517638,0.945674,31.1531,1.48481,-0.539131,1.9688,3.625,5.5938,1.4688,0.9375,0.4375,14.3438,Wing F,10.7808,77,333.0,0.29429429429429427,0.13213213213213212,0.5735735735735735,0.04081632653061224,1.7656305049412033,-0.4340710270346338,0.7483932153448725,0.2185931340764303,pid,,71540.0,Morgan Safford,Kent St.,55,43,27,14,30,5,65,126,61,4,0,1
Isaiah Ihnen,Liberty,CUSA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Sr,-0.0341566,-6.06599,0.0,"Boeblingen, Germany",80.4,0.0,,,,,,,,,,122.309,128.878,0.00190516,0.00810553,-5.1062,-2.73553,-2.37067,-10.5458,0.1,-5.56378,-4.98205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,81,0.0,0.0,0.0,0.0,0.0,-1.784072994469257,4.0388211644196135,-0.6351266289821719,0.9055075001183913,unmatched,no_pbp_match,,,,0,0,0,0,0,0,0,0,0,0,0,0
Matt Van Komen,Marshall,SB,21,36.0,120.8,17.2,72.5,74.22,14.4,25.5,4.7,26.6,32,41,0.78,66,91,0.725,0,0,0.0,13.5,0.6,45.1,Sr,1.62634,114.436,3.9,"Lehi, UT",55.0,0.36109754,59.0,70.0,7.0,21.0,0.8429,0.3333,34.0,35.0,0.9714,103.233,104.761,2.18035,107.859,3.48376,-1.09151,4.57528,3.35573,20.9318,1.27427,2.08146,2.6364,5.0,7.6364,0.5909,0.2273,2.6364,7.8182,C,0.0,88,91.0,0.7692307692307693,0.23076923076923078,0.0,0.5,5.971975604377154,2.424855315701167,-0.720363271990805,0.6328388015967152,pid,,71578.0,Matt Van Komen,Marshall,59,11,41,7,14,2,0,0,0,34,1,28
Jordan Brinson,Cal St. Northridge,BW,31,44.8,113.0,9.7,48.9,52.21,2.7,13.0,12.9,16.0,15,18,0.833,15,33,0.455,20,59,0.339,0.4,0.8,19.6,Sr,0.359634,97.9646,2.3,"Inglewood, CA",,3.11742994,7.0,20.0,8.0,13.0,0.35,0.6154,0.0,0.0,,111.62,113.911,1.31434,96.2155,-1.43861,-0.764164,-0.67445,-1.43879,18.2909,-1.5504,0.111609,0.4545,2.3636,2.8182,1.6061,0.3939,0.0606,3.4848,Combo G,5.40568,74,92.0,0.21739130434782608,0.14130434782608695,0.6413043478260869,0.0,-0.8933299925343191,-1.6439627309703224,0.3831618322652941,2.1494784941445437,pid,,71663.0,Jordan Brinson,Cal St. Northridge,7,13,2,8,5,2,20,39,19,0,0,0
Hosana Kitenge,UC Santa Barbara,BW,30,52.6,99.8,22.6,56.6,57.77,8.6,17.6,17.2,27.5,40,66,0.606,91,159,0.572,2,7,0.286,3.3,2.2,39.8,Sr,0.797467,103.295,6.9,"Crawley, United Kingdom",,0.80884703,81.0,134.0,10.0,25.0,0.6045,0.4,2.0,2.0,1.0,105.122,107.611,1.95285,123.406,0.476024,-1.90153,2.37755,-1.42186,20.7469,-2.80987,1.38802,1.5,2.9688,4.4688,1.7188,0.7812,0.5625,7.5312,PF/C,0.650008,80,166.0,0.8072289156626506,0.15060240963855423,0.04216867469879518,0.014925373134328358,2.082803450386557,0.26190020747403925,-1.17227661288392,0.08800345377579939,pid,,71791.0,Hosana Kitenge,UC Santa Barbara,81,53,23,10,15,2,2,5,2,2,0,0
Liam McChesney,Creighton,BE,4,0.6,44.2,36.2,25.0,25.0,13.7,12.9,0.0,38.0,0,0,0.0,1,2,0.5,0,2,0.0,11.1,6.9,0.0,Jr,-0.341284,46.0844,4.7,"Prince Rupert, Canada",65.6,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,92.1386,89.1179,0.333664,2.59743,-14.0641,-18.5191,4.45498,-19.7531,2.125,-18.3917,-1.36137,0.25,0.25,0.5,0.0,0.25,0.25,0.5,PF/C,14.2605,82,4.0,0.25,0.25,0.5,1.0,0.05027149358001824,2.9196513731344385,-0.2839970365910343,0.04643693546065111,pid,,71840.0,Liam McChesney,Creighton,1,0,0,0,1,0,0,2,0,1,0,0
Tariq Ingraham,Memphis,Amer,25,18.1,106.8,17.7,50.0,55.59,9.3,10.8,3.9,17.6,28,42,0.667,26,50,0.52,0,2,0.0,2.5,1.7,80.8,Sr,0.479405,107.228,6.0,"Philadelphia, PA",8.8,0.3846154,22.0,40.0,4.0,10.0,0.55,0.4,6.0,7.0,0.8571,109.504,105.489,0.931701,37.9284,-2.09618,-1.81532,-0.280866,-1.32483,9.344,-2.18391,0.85908,0.8,0.92,1.72,0.2,0.28,0.2,3.2,C,0.479397,81,52.0,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.175,1.2695350770946183,1.8703695571427168,0.06477561289154807,0.9133995749599382,pid,,71940.0,Tariq Ingraham,Memphis,22,18,16,4,6,2,0,2,0,6,1,6
Josh Ogundele,Hampton,CAA,26,38.3,108.9,20.5,57.4,59.09,9.4,12.6,8.5,18.5,46,75,0.613,60,106,0.566,4,9,0.444,3.0,1.6,65.2,Sr,0.951773,107.912,4.6,"London, United Kingdom",17.8,0.54838427,55.0,88.0,5.0,18.0,0.625,0.2778,2.0,3.0,0.6667,108.82,112.707,1.32632,73.967,-1.39476,-1.39483,7.05953e-05,-1.47397,17.6074,-0.953548,-0.520426,1.5926,1.8889,3.4815,0.6296,0.4815,0.5185,6.7407,PF/C,1.17329,84,115.0,0.7652173913043478,0.1565217391304348,0.0782608695652174,0.03409090909090909,2.5468907695692398,1.6076689522125753,-0.121765866371431,0.7780257975096825,pid,,72241.0,Josh Ogundele,Hampton,55,33,31,5,13,5,4,5,4,2,1,2
Jahari Long,George Mason,A10,32,84.6,116.0,19.3,53.5,57.67,1.5,9.9,23.2,16.5,74,92,0.804,80,155,0.516,48,129,0.372,0.5,1.1,32.4,Sr,2.70244,115.373,2.3,"Houston, TX",52.4,2.25859138,60.0,93.0,20.0,62.0,0.6452,0.3226,0.0,0.0,,108.964,107.709,3.13162,155.882,1.62939,1.87858,-0.249186,1.83837,33.8152,1.45522,0.383151,0.3939,2.9394,3.3333,3.9697,0.6061,0.1515,12.2121,Scoring PG,7.32886,77,284.0,0.3274647887323944,0.21830985915492956,0.45422535211267606,0.0,0.20538239688744148,-1.438590479507899,0.12614620974352786,1.4894152330672619,pid,,72254.0,Jahari Long,George Mason,60,33,9,20,42,3,48,81,25,0,0,0
Javon Cooley,Pepperdine,WCC,30,75.1,103.8,19.1,47.7,53.2,3.1,15.1,7.4,14.0,77,91,0.846,74,146,0.507,40,135,0.296,1.0,2.0,32.4,Sr,1.32619,105.091,2.6,"Chicago, IL",,0.7826087,53.0,84.0,21.0,62.0,0.631,0.3387,6.0,6.0,1.0,113.288,112.137,2.31728,158.644,-1.66541,-0.582446,-1.08297,-1.24571,30.1469,-0.605824,-0.639889,0.8125,3.875,4.6875,1.125,1.0312,0.2812,11.4375,Wing G,8.58502,77,281.0,0.298932384341637,0.2206405693950178,0.4804270462633452,0.07142857142857142,0.8639942922260873,-0.00731244826073401,0.6541611527018281,0.0905282420523814,pid,,72291.0,Javon Cooley,Pepperdine,53,31,37,21,41,12,40,95,38,6,0,5
Toneari Lane,San Diego,WCC,31,67.1,117.3,16.7,57.0,58.99,2.2,6.8,5.4,7.9,32,38,0.842,42,94,0.447,75,177,0.424,0.6,1.2,14.0,Sr,2.04793,114.347,1.8,"Atlanta, GA",39.4,1.09089543,21.0,44.0,21.0,50.0,0.4773,0.42,0.0,0.0,,118.637,118.184,1.508,105.25,-1.11228,1.6884,-2.80067,0.462902,26.7697,2.65034,-2.18744,0.5152,1.4545,1.9697,0.7273,0.6364,0.1212,11.303,Wing G,12.2977,77,271.0,0.16236162361623616,0.18450184501845018,0.6531365313653137,0.0,-0.2279546062477104,0.016239555608346244,1.740521586146433,0.14355919331645647,pid,,72294.0,Toneari Lane,San Diego,21,23,8,21,29,7,75,102,70,0,0,0
Trae Broadnax,Rice,Amer,29,77.0,108.9,26.9,48.3,53.56,3.3,15.8,23.5,16.8,105,132,0.795,120,242,0.496,37,121,0.306,1.1,2.4,36.4,Sr,2.77514,118.337,3.7,"Savannah, GA",,1.42256481,50.0,85.0,70.0,157.0,0.5882,0.4459,0.0,0.0,,111.401,111.582,2.43504,158.43,1.82259,2.12562,-0.303037,2.4025,30.5839,2.31637,0.0861358,1.0,4.2258,5.2258,3.2581,1.2258,0.2903,15.5806,Combo G,7.92932,76,363.0,0.23415977961432508,0.4325068870523416,0.3333333333333333,0.0,1.2731315824122325,-1.446457705770056,-0.32526350295912687,0.21280646424937075,pid,,72299.0,Trae Broadnax,Rice,50,35,5,70,87,1,37,84,24,0,0,0
Jeremiah Williams,Georgetown,BE,34,50.3,97.9,20.3,43.1,46.61,3.2,7.7,27.3,20.0,38,56,0.679,62,154,0.403,13,35,0.371,2.0,2.4,29.6,Sr,0.761626,103.268,3.6,"Chicago, IL",1.4,2.10633668,35.0,80.0,27.0,74.0,0.4375,0.3649,1.0,2.0,0.5,109.573,105.276,2.03278,110.289,-0.294465,-1.23127,0.936808,0.0998606,20.3588,-1.20409,1.30396,0.5588,1.3824,1.9412,2.9118,0.8235,0.3529,5.9118,Scoring PG,3.02347,76,189.0,0.42328042328042326,0.3915343915343915,0.18518518518518517,0.025,-0.2565938889954249,-1.0730342529088426,-1.3031779612695373,1.3688788754058587,pid,,72301.0,Jeremiah Williams,Georgetown,35,45,13,27,47,3,13,22,9,1,1,0
Keishon Porter,Evansville,MVC,14,26.6,83.9,22.8,38.5,43.38,3.7,10.7,12.8,17.0,25,37,0.676,31,70,0.443,5,30,0.167,1.1,1.5,37.0,Sr,-0.32918,88.2358,4.2,"Pinetops, NC",,0.86956522,19.0,34.0,12.0,36.0,0.5588,0.3333,5.0,7.0,0.7143,117.372,114.92,1.54922,48.4719,-7.20913,-4.52924,-2.67989,-6.24812,22.0313,-4.7004,-1.54771,0.8125,2.0625,2.875,1.25,0.5,0.1875,6.875,Wing G,5.53463,77,100.0,0.34,0.36,0.3,0.20588235294117646,0.18108574743483477,0.5216964641801971,-0.19365910102194708,0.4406567827243084,pid,,72323.0,Keishon Porter,Evansville,19,15,6,12,24,2,5,25,5,5,2,3
Alec Oglesby,Middle Tennessee,CUSA,28,56.9,115.5,14.9,57.1,58.56,2.1,6.8,6.3,11.9,25,36,0.694,16,40,0.4,56,135,0.415,0.3,1.8,20.6,Sr,1.32385,108.567,2.6,"Gainesville, FL",,1.23814287,11.0,23.0,5.0,17.0,0.4783,0.2941,0.0,0.0,,113.357,112.06,1.82247,92.8638,0.288729,1.41421,-1.12549,-0.23009,24.0567,0.270581,-0.500671,0.4667,1.4333,1.9,0.8667,0.7667,0.0667,8.2667,Combo G,11.9798,77,175.0,0.13142857142857142,0.09714285714285714,0.7714285714285715,0.0,-0.524177222316353,-0.1735328658443684,1.6097322852974543,0.48990629678125464,pid,,72343.0,Alec Oglesby,Middle Tennessee,11,12,6,5,12,3,56,79,54,0,0,0
Tegra Izay,Southern Miss,SB,33,26.1,118.2,12.8,60.0,61.39,9.7,21.1,4.7,15.5,31,51,0.608,27,45,0.6,0,0,0.0,8.9,1.3,113.3,Sr,0.465891,105.237,5.4,"Montreal, Canada",20.8,0.62502733,23.0,33.0,4.0,12.0,0.697,0.3333,8.0,10.0,0.8,102.577,104.755,1.07208,73.6261,1.58165,-2.03389,3.61554,0.985258,11.02,-1.19375,2.17901,1.0571,2.0286,3.0857,0.2857,0.2571,0.8571,2.8286,C,0.0,84,45.0,0.7333333333333333,0.26666666666666666,0.0,0.30303030303030304,2.9274824215291413,2.5780459378093,-0.30080910485736695,2.3145922113244,pid,,72357.0,Tegra Izay,Southern Miss,23,10,15,4,8,3,0,0,0,8,2,5
Latrell Wrightsell Jr.,Alabama,SEC,27,52.3,119.3,19.6,53.4,56.05,1.7,9.2,11.8,8.6,46,58,0.793,41,79,0.519,76,211,0.36,0.1,2.1,20.0,Sr,3.27593,127.26,3.1,"Omaha, NE",,2.21727912,22.0,40.0,19.0,39.0,0.55,0.4872,0.0,0.0,,113.252,102.356,3.00556,120.228,5.6801,5.46472,0.215381,5.40297,27.3074,3.92113,1.48184,0.4444,2.6296,3.0741,1.8889,1.0741,0.037,13.1852,Combo G,15.4371,75,290.0,0.13793103448275862,0.13448275862068965,0.7275862068965517,0.0,-0.26069095303663814,-1.6958015873201502,1.2870293929714263,0.7525611065644563,pid,,72358.0,Latrell Wrightsell Jr.,Alabama,22,18,2,19,20,3,76,135,70,0,0,0
Isaiah Cottrell,Southern Utah,WAC,29,65.7,96.8,19.5,43.7,48.22,6.0,18.3,9.7,16.2,60,87,0.69,80,169,0.473,11,52,0.212,4.7,1.2,39.4,Sr,0.533491,98.2214,2.7,"Las Vegas, NV",85.2,0.97730905,68.0,120.0,12.0,49.0,0.5667,0.2449,21.0,29.0,0.7241,111.538,113.268,1.92313,145.484,-1.82305,-2.25024,0.427187,-1.96571,25.4094,-1.66488,-0.300825,1.4375,4.3438,5.7812,1.3438,0.5312,1.4062,8.7812,PF/C,3.81712,83,221.0,0.5429864253393665,0.22171945701357465,0.23529411764705882,0.24166666666666667,2.745223791009086,1.1073089054474672,-0.41137278897932417,0.9735377962878494,pid,,72399.0,Isaiah Cottrell,Southern Utah,68,52,43,12,37,4,11,41,10,21,8,19
