observationKey,season,playerId,playerName,teamName,conference,minutes,bartRole,pbpPlayerId,pbpMatchType,ht_inches,usg_%,TS_%,ORB_%,DRB_%,AST_%,FT_%,FT_rate,TP_%,ast_tov,TOV%,rim_pct_of_total_attempts,rim_%,mid_pct_of_total_attempts,mid_%,threePA_per_100,pct_rim_made_assisted,pct_three_made_assisted,pct_total_made_assisted,blk_%,stl_%,pf_per_40,stops_per_40,A0,A1,A2,A3,A4,A5,A6,A7,primaryArchetype,primaryArchetypeLabel,primaryArchetypeWeight,secondaryArchetype,secondaryArchetypeLabel,secondaryArchetypeWeight,unstableArchetypeFlag,stabilityTier,stabilityNote
133853::2026::Abilene Christian,2026,133853,Isaiah Carrillo,Abilene Christian,WAC,33.6,Pure PG,133853,pid_team,70,12.3,30,0,8.2,10.9,0.0,0,33.300000000000004,2.00000000,0,20.0,0.0,20.0,0.0,9.60512,0.0,100.0,100.0,0,6.6,0,4.518440476190476,0.369083,0.0,0.354517,0.2764,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.369083,A2,Low-Production Player,0.354517,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134961::2026::Abilene Christian,2026,134961,Tylan Lewis,Abilene Christian,WAC,107.3784,Wing G,134961,pid_team,72,7.8,11.11,0,9.2,13.6,0.0,0,0.0,1.62504222,28.4,55.55555555555556,20.0,33.33333333333333,0.0,0.738856,100.0,0.0,100.0,1.5,0.7,4.6,3.7223724696959533,0.0,0.054653,0.945347,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.945347,A1,Connecting Guard,0.054653,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134884::2026::Air Force,2026,134884,Brendan Martin,Air Force,MWC,64.1004,Wing G,134884,pid_team,78,18,50.11,0,9.7,7.7,0.0,9.5,26.700000000000003,1.00000000,10.2,19.047619047619047,75.0,9.523809523809524,100.0,13.8511,66.66666666666666,100.0,77.77777777777779,0,1.9,1.9,5.644975694379442,0.0,0.379191,0.50377,0.0,0.0,0.117039,0.0,0.0,A2,Low-Production Player,0.50377,A1,Connecting Guard,0.379191,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135089::2026::Air Force,2026,135089,Chris Catchings,Air Force,MWC,10.5,Pure PG,135089,pid_team,76,25.3,0,11.6,11.9,70.1,0.0,0,0.0,4.00000000,22.2,33.33333333333333,0.0,0.0,0.0,11.5426,0.0,0.0,0.0,0,5.7,7.6,8.628761904761905,0.0,0.938739,0.061261,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.938739,A2,Low-Production Player,0.061261,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126734::2026::Air Force,2026,126734,Elliott Taite,Air Force,MWC,20.9004,Pure PG,126734,pid_team,75,30.7,66.79,0,11.9,45.8,0.0,7.7,57.099999999999994,2.00120050,9.2,38.46153846153847,60.0,7.6923076923076925,0.0,20.1995,33.33333333333333,75.0,57.14285714285714,0,0,0,4.558151997090964,0.039902,0.528441,0.088541,0.0,0.116572,0.226544,0.0,0.0,A1,Connecting Guard,0.528441,A5,Efficient Play Finisher,0.226544,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79433::2026::Air Force,2026,79433,Josh Gatete,Air Force,MWC,64.0995,Scoring PG,79433,pid_team,81,17.4,25.16,1.9,9.7,14.8,50.0,28.6,25.0,0.45452067,58.4,28.57142857142857,0.0,14.285714285714285,0.0,3.69363,0.0,100.0,100.0,5.3,2.8,3.7,7.181210461860078,0.0,0.0,0.470457,0.529543,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.529543,A2,Low-Production Player,0.470457,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126568::2026::Air Force,2026,126568,Kyle Marshall,Air Force,MWC,65.5,PF/C,126568,pid_team,76,17.4,37.99,9.3,11.4,28,0.0,17.6,0.0,8.00000000,5.2,73.68421052631578,50.0,5.263157894736842,0.0,1.8106,28.57142857142857,0.0,37.5,1.7,1.8,3.1,6.1102290076335875,0.0,0.0,0.274189,0.068981,0.0,0.0,0.0,0.65683,A7,Traditional Big,0.65683,A2,Low-Production Player,0.274189,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134890::2026::Air Force,2026,134890,Sam Imade,Air Force,MWC,33.5,Wing G,134890,pid_team,78,13.8,40,0,3.7,0,0.0,0,50.0,0.00000000,0,30.0,33.33,30.0,0.0,7.10313,100.0,100.0,100.0,0,0,0,3.7139223880597014,0.395447,0.0,0.165508,0.0,0.0,0.439044,0.0,0.0,A5,Efficient Play Finisher,0.439044,A0,Perimeter Spacer,0.395447,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127212::2026::Akron,2026,127212,Conner Groce,Akron,MAC,22.1694,Wing G,127212,pid_team,72,21.8,33.52,7,0,0,50.0,25,25.0,0.84589999,0,37.5,33.33,12.5,0.0,13.1585,100.0,100.0,100.0,0,0,6.9,3.227096809115267,0.669016,0.211141,0.030498,0.0,0.0,0.089345,0.0,0.0,A0,Perimeter Spacer,0.669016,A1,Connecting Guard,0.211141,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76774::2026::Akron,2026,76774,Halil Barre,Akron,MAC,110.7839,C,76774,pid_team,81,20.7,75.65,9.1,22.7,1.4,77.4,182.4,0.0,0.18180331,28.3,62.5,80.0,8.333333333333332,0.0,0,91.66666666666666,0.0,94.44444444444444,9.9,1.1,7.6,8.94949536891191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A7,Traditional Big,1.0,A0,Perimeter Spacer,0.0,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134272::2026::Akron,2026,134272,Ognjen Stankovic,Akron,MAC,104.0896,PF/C,134272,pid_team,80,19.8,49.86,8.8,14.8,9,58.8,89.5,25.0,0.74996250,26.7,63.1578947368421,33.33,15.789473684210526,100.0,2.34329,25.0,100.0,62.5,2.4,2.9,2.9,7.723999323659616,0.167006,0.117637,0.0,0.440385,0.274972,0.0,0.0,0.0,A3,Two-Way Guard,0.440385,A4,Scoring Playmaker,0.274972,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127217::2026::Akron,2026,127217,Rich Brisco,Akron,MAC,20.64,C,127217,pid_team,80,14.6,0,0,21.6,0,0.0,0,0.0,0.00000000,50.9,50.0,0.0,25.0,0.0,0,0.0,0.0,0.0,0,0,5.3,5.074321705426356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
75113::2026::Alabama,2026,75113,Charles Bediako,Alabama,SEC,107.6,C,75113,pid_team,84,15.9,75.93,8.7,12.5,1.6,69.6,104.5,0.0,0.25000000,12.6,63.63636363636363,80.95,0.0,0.0,0.503467,70.58823529411765,0.0,78.57142857142857,5.9,2,4.5,8.031933085501858,0.0,0.0,0.0,0.0,0.0,0.295548,0.0,0.704452,A7,Traditional Big,0.704452,A5,Efficient Play Finisher,0.295548,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134799::2026::Alabama,2026,134799,Collins Onyejiaka,Alabama,SEC,9.4,C,134799,pid_team,83,26.8,33.9,11.1,51,0,0.0,100,0.0,0.00000000,42.8,66.66666666666666,50.0,0.0,0.0,0,100.0,0.0,100.0,0,0,17,12.361446808510637,0.0,0.0,0.0,0.247431,0.0,0.0,0.0,0.752569,A7,Traditional Big,0.752569,A3,Two-Way Guard,0.247431,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134346::2026::Alabama,2026,134346,Davion Hannah,Alabama,SEC,127.9,Wing G,134346,pid_team,78,14.8,55.37,3.3,11.2,9.6,62.5,30.8,36.4,0.80000001,28.4,43.333333333333336,53.849999999999994,6.666666666666667,50.0,4.62525,71.42857142857143,100.0,86.66666666666667,1.4,3,2.8,7.6802501954652085,0.0,0.0,0.283739,0.716261,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.716261,A2,Low-Production Player,0.283739,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
137652::2026::Alabama,2026,137652,Jacob Martin,Alabama,SEC,13.1,C,137652,pid_team,82,8.7,76.92,8,0,11.4,50.0,200,0.0,1.00000001,0,50.0,100.0,0.0,0.0,0,100.0,0.0,100.0,20.8,0,3.1,7.0351755725190825,0.0,0.0,0.0,0.0,0.0,0.050217,0.0,0.949783,A7,Traditional Big,0.949783,A5,Efficient Play Finisher,0.050217,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
128203::2026::Alabama,2026,128203,Keitenn Bristow,Alabama,SEC,126.0,PF/C,128203,pid_team,82,18.7,44.86,12.4,19,6.1,73.3,45.5,11.1,0.62499999,18.3,65.71428571428571,47.83,2.857142857142857,0.0,3.86934,45.45454545454545,100.0,50.0,4.3,2.6,8.9,9.43879365079365,0.098841,0.123994,0.0,0.777165,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.777165,A1,Connecting Guard,0.123994,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133815::2026::Alabama,2026,133815,Preston Murphy Jr.,Alabama,SEC,14.6,PF/C,133815,pid_team,73,18,25.32,7.2,19.7,27.5,100.0,66.7,0.0,3.00000000,20.5,0.0,0.0,33.33333333333333,0.0,7.65269,0.0,0.0,0.0,0,0,5.5,6.742328767123288,0.327282,0.514712,0.158006,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.514712,A0,Perimeter Spacer,0.327282,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134426::2026::Alabama A&M,2026,134426,Jalen Carruth,Alabama A&M,SWAC,91.3,Wing F,134426,pid_team,79,11.9,60.34,3.6,10.8,2,60.0,25,50.0,0.49965010,10,10.0,100.0,30.0,16.669999999999998,7.09821,0.0,100.0,66.66666666666666,1.1,1.8,2.8,6.77380065717415,0.0,0.0,0.191553,0.431898,0.044796,0.237849,0.08783,0.006075,A3,Two-Way Guard,0.431898,A5,Efficient Play Finisher,0.237849,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135394::2026::Alabama A&M,2026,135394,Peyton Daniels,Alabama A&M,SWAC,76.8,Scoring PG,135394,pid_team,74,17.4,52.76,0,13.5,8.6,75.0,22.2,40.0,0.44442716,24.1,5.555555555555555,0.0,11.11111111111111,0.0,12.6972,0.0,16.666666666666664,16.666666666666664,1.6,3.4,4.5,7.086093749999999,0.952327,0.0,0.047673,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.952327,A2,Low-Production Player,0.047673,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
75026::2026::Alabama A&M,2026,75026,Samuel Onu,Alabama A&M,SWAC,110.2008,C,75026,pid_team,84,12.3,48.3,3.3,13,1.7,43.8,160,0.0,0.14278776,30.6,81.81818181818183,55.559999999999995,0.0,0.0,0.539516,60.0,0.0,66.66666666666666,4.1,2.2,9.1,7.414428933365275,0.0,0.0,0.028659,0.385775,0.0,0.0,0.0,0.585565,A7,Traditional Big,0.585565,A3,Two-Way Guard,0.385775,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134429::2026::Alabama A&M,2026,134429,Tajden Davis,Alabama A&M,SWAC,87.21,Wing G,134429,pid_team,77,13.4,44.51,4.5,12,0,66.7,42.9,25.0,0.42857145,22.2,50.0,57.14,21.428571428571427,0.0,2.97551,25.0,100.0,40.0,0,0.7,3.5,5.0054351565187485,0.0,0.0,0.190781,0.117445,0.040683,0.0,0.28564,0.365451,A7,Traditional Big,0.365451,A6,Two-Way Forward,0.28564,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133623::2026::Alabama St.,2026,133623,Jordon Marshall,Alabama St.,SWAC,18.5835,PF/C,133623,pid_team,74,17,29.2,0,14,19.3,66.7,150,0.0,0.49992499,39.5,0.0,0.0,50.0,0.0,3.24156,0.0,0.0,0.0,0,0,11.9,5.037866924960315,0.0,0.0,0.108817,0.549604,0.341578,0.0,0.0,0.0,A3,Two-Way Guard,0.549604,A4,Scoring Playmaker,0.341578,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
128056::2026::Alabama St.,2026,128056,Kevin Alabi,Alabama St.,SWAC,42.4165,C,128056,pid_team,81,12.6,22.86,7.7,14.4,0,20.0,250,0.0,0.00000000,10.9,60.0,33.33,20.0,0.0,0,100.0,0.0,100.0,0,2.7,5.9,7.096238492096235,0.0,0.0,0.125199,0.347275,0.0,0.0,0.0,0.527526,A7,Traditional Big,0.527526,A3,Two-Way Guard,0.347275,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76289::2026::Alabama St.,2026,76289,Trey Miller,Alabama St.,SWAC,44.2666,Pure PG,76289,pid_team,74,25.2,38.89,0,5.5,29.1,0.0,0,40.0,1.71431012,25.9,16.666666666666664,66.67,55.55555555555556,20.0,6.48313,50.0,100.0,50.0,0,3.9,6.5,6.938215268396489,0.0,0.07695,0.92305,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.92305,A1,Connecting Guard,0.07695,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79206::2026::Albany,2026,79206,Bautista Giralt,Albany,AE,34.5058,Pure PG,79206,pid_team,84,15.6,41.67,10.3,10.6,6.6,50.0,800,0.0,1.00000000,16.8,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.6,5.2,4.092425041587211,0.0,0.0,0.0,0.672731,0.0,0.0,0.0,0.327269,A3,Two-Way Guard,0.672731,A7,Traditional Big,0.327269,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
78062::2026::Albany,2026,78062,Ife West-Ingram,Albany,AE,85.5336,Wing G,78062,pid_team,79,12.4,65.96,0,15.7,0,50.0,11.1,0.0,1.16664169,7,42.857142857142854,88.89,28.57142857142857,66.67,2.58467,75.0,0.0,80.0,0,2.6,6.8,5.536911810095682,0.0,0.567415,0.0,0.0,0.0,0.432585,0.0,0.0,A1,Connecting Guard,0.567415,A5,Efficient Play Finisher,0.432585,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
75760::2026::Albany,2026,75760,Yaya Keita,Albany,AE,87.0,C,75760,pid_team,81,18.7,53.71,15.7,8.8,11,77.8,47.4,0.0,1.16684729,15.6,63.1578947368421,58.330000000000005,36.84210526315789,28.57,0,57.14285714285714,0.0,66.66666666666666,0,2.2,10,5.526896551724138,0.082016,0.553056,0.0,0.0,0.364928,0.0,0.0,0.0,A1,Connecting Guard,0.553056,A4,Scoring Playmaker,0.364928,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134586::2026::Alcorn St.,2026,134586,Jeremy Ellis,Alcorn St.,SWAC,137.0006,C,134586,pid_team,80,11.1,48.22,6.7,10,4.1,83.3,28.6,0.0,0.60008798,19,46.42857142857143,53.849999999999994,28.57142857142857,25.0,0,71.42857142857143,0.0,73.33333333333333,7.8,0.8,5.5,6.13927238274869,0.488799,0.207367,0.303834,0.0,0.0,0.0,0.0,0.0,A0,Perimeter Spacer,0.488799,A2,Low-Production Player,0.303834,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134823::2026::Alcorn St.,2026,134823,William Henderson,Alcorn St.,SWAC,112.5003,C,134823,pid_team,82,20.1,42.18,6.1,13.3,1.9,40.0,15.6,20.0,0.09090000,28.1,15.151515151515152,20.0,66.66666666666666,50.0,2.55485,0.0,100.0,30.76923076923077,6.6,1,6.4,6.511200414576672,0.0,0.0,0.0552,0.0,0.28652,0.0,0.65828,0.0,A6,Two-Way Forward,0.65828,A4,Scoring Playmaker,0.28652,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135002::2026::American,2026,135002,Carson McDonald,American,Pat,42.75,PF/C,135002,pid_team,81,22.2,68.32,6.4,36.2,4.2,63.6,68.8,0.0,0.33333333,14.8,52.94117647058824,66.67,35.294117647058826,83.33,1.08748,50.0,0.0,50.0,4.4,4.4,5.1,13.781614035087719,0.0,0.0,0.0,0.84202,0.0,0.0,0.15798,0.0,A3,Two-Way Guard,0.84202,A6,Two-Way Forward,0.15798,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134585::2026::American,2026,134585,Jack Anderson,American,Pat,13.5,Combo G,134585,pid_team,76,4.7,0,0,0,0,0.0,0,0.0,0.00000000,0,0.0,0.0,0.0,0.0,6.25302,0.0,0.0,0.0,0,0,0,2.3550785185185186,0.390199,0.0,0.609801,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.609801,A0,Perimeter Spacer,0.390199,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135604::2026::American,2026,135604,Luke Brown,American,Pat,103.23,Wing F,135604,pid_team,81,10,41.84,8.4,17.4,8.2,100.0,18.2,0.0,1.60000002,14.4,33.33333333333333,50.0,41.66666666666667,40.0,1.42926,100.0,0.0,80.0,1.5,2.1,3.8,5.6561852174755405,0.34477,0.65523,0.0,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.65523,A0,Perimeter Spacer,0.34477,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127676::2026::Appalachian St.,2026,127676,Cameron O'Kelley,Appalachian St.,SB,15.84,Pure PG,127676,pid_team,75,20,100,0,0,0,0.0,0,0.0,1.50000004,0,100.0,100.0,0.0,0.0,0,100.0,0.0,100.0,0,52,0,2.790984848484848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A3,Two-Way Guard,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134387::2026::Appalachian St.,2026,134387,Jacari Brim,Appalachian St.,SB,126.91,Pure PG,134387,pid_team,74,6.1,15,1.2,9.2,10.8,0.0,0,11.1,14.98461586,10.6,10.0,0.0,0.0,0.0,5.86476,0.0,100.0,100.0,0,1.3,2.9,4.28757387124734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,1.0,A0,Perimeter Spacer,0.0,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127341::2026::Arizona,2026,127341,Addison Arnold,Arizona,B12,43.7,Wing G,127341,pid_team,75,17.3,26.85,5.4,15.8,12.9,100.0,30.8,0.0,2.00000000,14.7,46.15384615384615,33.33,38.46153846153847,0.0,2.55112,50.0,0.0,50.0,2.3,0,8.2,6.950608695652174,0.287787,0.712213,0.0,0.0,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.712213,A0,Perimeter Spacer,0.287787,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
75846::2026::Arizona,2026,75846,Evan Nelson,Arizona,B12,85.2,Combo G,75846,pid_team,74,11.6,53.85,1.4,12.8,11.8,0.0,0,40.0,1.00000000,39.5,15.384615384615385,50.0,7.6923076923076925,0.0,6.61401,0.0,100.0,80.0,1.2,2,1.4,7.4729577464788735,0.0,0.0,0.570197,0.429803,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.570197,A3,Two-Way Guard,0.429803,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
79094::2026::Arizona,2026,79094,Jackson Cook,Arizona,B12,13.4,PF/C,79094,pid_team,74,10.6,0,8.9,7.4,0,0.0,33.3,0.0,0.00000000,0,33.33333333333333,0.0,0.0,0.0,7.93681,0.0,0.0,0.0,0,0,6,5.22,0.30879,0.0,0.69121,0.0,0.0,0.0,0.0,0.0,A2,Low-Production Player,0.69121,A0,Perimeter Spacer,0.30879,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
76494::2026::Arizona,2026,76494,Jackson Francois,Arizona,B12,13.7,PF/C,76494,pid_team,77,18.8,66.67,17.3,14.4,0,0.0,0,0.0,0.00000000,43.4,33.33333333333333,100.0,66.66666666666666,50.0,0,0.0,0.0,0.0,0,0,17.5,6.647386861313869,0.0,0.0,0.512733,0.0,0.116623,0.0,0.0,0.370645,A2,Low-Production Player,0.512733,A7,Traditional Big,0.370645,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133776::2026::Arizona,2026,133776,Sidi Gueye,Arizona,B12,89.2996,C,133776,pid_team,82,15.5,71.04,6.6,16.6,9.2,63.6,61.1,0.0,1.00000000,20.1,58.333333333333336,71.43,16.666666666666664,75.0,0,70.0,0.0,66.66666666666666,9.1,1.3,5.4,9.074262370716106,0.0,0.164043,0.0,0.0,0.157531,0.025024,0.047781,0.605621,A7,Traditional Big,0.605621,A1,Connecting Guard,0.164043,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127426::2026::Arizona,2026,127426,Sven Djopmo,Arizona,B12,32.7009,Combo G,127426,pid_team,74,16.1,53.33,3.6,9.1,19.3,40.0,71.4,0.0,4.00190117,10.6,71.42857142857143,80.0,0.0,0.0,3.40149,25.0,0.0,25.0,0,1.7,3.7,6.611548917613888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A7,Traditional Big,1.0,A0,Perimeter Spacer,0.0,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
133646::2026::Arizona St.,2026,133646,Trevor Best,Arizona St.,B12,104.2992,Wing G,133646,pid_team,75,15.3,42.24,3.4,8.7,3.3,63.6,50,16.7,0.33333335,21.3,20.833333333333336,60.0,20.833333333333336,40.0,6.52521,100.0,100.0,75.0,0,0.5,3.1,5.046520011658766,0.0,0.0,0.0,0.0,0.0,0.710683,0.289317,0.0,A5,Efficient Play Finisher,0.710683,A6,Two-Way Forward,0.289317,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135246::2026::Arkansas,2026,135246,Amere Brown,Arkansas,SEC,12.6,PF/C,135246,pid_team,69,19.5,8.47,0,0,0,25.0,100,0.0,0.00000000,0,25.0,0.0,50.0,0.0,4.59878,0.0,0.0,0.0,0,0,0,3.3793333333333333,0.308284,0.0,0.472796,0.0,0.218919,0.0,0.0,0.0,A2,Low-Production Player,0.472796,A0,Perimeter Spacer,0.308284,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126523::2026::Arkansas,2026,126523,Ayden Kelley,Arkansas,SEC,11.4002,Scoring PG,126523,pid_team,70,10.9,67.8,0,0,0,50.0,100,100.0,0.00000000,0,0.0,0.0,50.0,0.0,4.59878,0.0,0.0,0.0,0,0,0,3.3792740478237224,0.431219,0.0,0.029623,0.0,0.539158,0.0,0.0,0.0,A4,Scoring Playmaker,0.539158,A0,Perimeter Spacer,0.431219,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
134159::2026::Arkansas,2026,134159,Elmir Dzafic,Arkansas,SEC,16.3002,C,134159,pid_team,84,23.7,52.63,7.3,0,0,50.0,0,0.0,0.00000000,57.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.3,3.4,9.8,7.270757414019462,0.0,0.0,0.236957,0.763043,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.763043,A2,Low-Production Player,0.236957,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135107::2026::Arkansas,2026,135107,Isaiah Sealy,Arkansas,SEC,132.8005,PF/C,135107,pid_team,79,19.3,58.14,4.5,16,12.4,75.0,82.4,0.0,2.19946788,10.8,55.00000000000001,77.27000000000001,12.5,0.0,2.89361,64.70588235294117,0.0,72.72727272727273,3.8,2.1,7.5,7.8050910952895505,0.0,0.934859,0.0,0.065141,0.0,0.0,0.0,0.0,A1,Connecting Guard,0.934859,A3,Two-Way Guard,0.065141,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127051::2026::Arkansas,2026,127051,Jaden Karuletwa,Arkansas,SEC,24.5997,Combo G,127051,pid_team,76,12.6,42.02,0,13.6,5.4,100.0,40,20.0,1.00000000,17.9,0.0,0.0,0.0,0.0,11.4969,0.0,100.0,100.0,0,2.2,6.5,6.935417911600548,0.326014,0.0,0.0,0.673986,0.0,0.0,0.0,0.0,A3,Two-Way Guard,0.673986,A0,Perimeter Spacer,0.326014,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
127918::2026::Arkansas Pine Bluff,2026,127918,Anthony Sellars,Arkansas Pine Bluff,SWAC,89.0071,Wing F,127918,pid_team,79,10.2,47.75,3.5,7.1,2.6,100.0,37.5,0.0,0.42854084,33.1,33.33333333333333,66.67,22.22222222222222,50.0,2.54124,0.0,0.0,25.0,1.6,1.7,8.4,4.367211155065157,0.15852,0.0,0.22116,0.0,0.620321,0.0,0.0,0.0,A4,Scoring Playmaker,0.620321,A2,Low-Production Player,0.22116,True,unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
126933::2026::Arkansas Pine Bluff,2026,126933,Dennis Asoro,Arkansas Pine Bluff,SWAC,148.68,C,126933,pid_team,80,13.3,59.23,8.8,14,5.3,28.599999999999998,31.8,0.0,0.35718879,32.1,86.95652173913044,70.0,8.695652173913043,0.0,0,64.28571428571429,0.0,60.0,2.3,1.6,12.2,6.6282485875706225,0.0,0.0,0.317954,0.000547,0.0,0.0,0.0,0.681499,A7,Traditional Big,0.681499,A2,Low-Production Player,0.317954,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135271::2026::Arkansas Pine Bluff,2026,135271,Jai’chaunn Hayes,Arkansas Pine Bluff,SWAC,138.72,Wing G,135271,pid_team,79,15.1,51.01,1.9,5,3.2,81.8,33.3,30.0,1.20000005,6.2,24.242424242424242,62.5,15.151515151515152,20.0,9.41201,100.0,100.0,100.0,0,0.5,4.7,3.7499423298731256,0.101121,0.0,0.157068,0.0,0.0,0.436159,0.0,0.305651,A5,Efficient Play Finisher,0.436159,A7,Traditional Big,0.305651,True,borderline_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
135041::2026::Arkansas Pine Bluff,2026,135041,Travis Pourciau,Arkansas Pine Bluff,SWAC,5.7999,C,135041,pid_team,82,27.9,25.64,19.9,0,0,50.0,200,0.0,0.00000000,34.7,0.0,0.0,100.0,0.0,0,0.0,0.0,0.0,0,0,6.9,3.4642390386041138,0.0,0.0,0.377966,0.0,0.622034,0.0,0.0,0.0,A4,Scoring Playmaker,0.622034,A2,Low-Production Player,0.377966,True,very_unstable,Below 150 minutes; scored out-of-sample relative to the 150+ minute core_v3 training population.
